Country,1960-1965,1966-1971,1972-1977,1978-1983,1984-1989,1990-1995,1996-2001,2002-2007,2008-2013,2014-2018,2019-2023
Serbia,10.35,12.1,13.51,14.53,14.77,15.13,16.36,17.46,18.46,19.5,20.64
Côte d'Ivoire,5.92,9.03,13.6,16.71,17.43,17.67,17.87,18.15,18.79,19.24,19.5
Indonesia,8.24,8.69,9.41,10.49,11.2,11.73,11.86,12.21,12.66,13.17,13.9
Georgia,20.06,21.37,22.9,24.47,25.47,24.73,26.49,27.6,28.59,28.93,28.98
Chile,24.93,26.52,29.25,32.66,34.25,34.93,36.39,37.29,36.84,36.25,35.09
Ukraine,6.89,7.76,8.65,9.48,10.01,10.05,10.32,10.88,11.49,11.92,13.18
Uzbekistan,11.51,11.61,11.61,11.34,10.64,9.76,8.82,8.32,7.84,7.56,7.29
Russian Federation,15.78,17.02,18.27,19.1,19.38,19.36,19.74,20.83,21.86,22.69,23.46
India,7.84,8.44,9.14,9.94,10.62,11.36,12.15,12.86,13.72,14.79,16.02
Chad,2.84,3.94,5.53,7.34,7.95,8.27,8.33,8.31,8.33,8.42,8.6
Kuwait,58.45,65.03,63.44,59.59,59.66,78.77,66.92,68.71,66.48,67.09,73.46
Nepal,1.17,1.18,1.28,1.47,1.79,2.16,2.51,2.97,3.63,4.4,4.92
Mexico,27.53,30.2,32.45,34.89,37.25,39.2,40.23,40.49,40.8,41.26,42.11
Greece,23.22,27.12,29.99,30.88,30.57,29.73,29.45,28.99,28.63,29.27,29.88
Lebanon,33.19,37.85,48.91,53.53,45.86,32.94,33.23,38.21,39.36,36.85,43.5
Angola,4.74,6.93,8.44,9.33,10.98,13.68,16.51,19.65,22.99,24.93,25.06
