Country,1995-1998,1999-2002,2003-2005,2006-2008,2009-2011,2012-2014,2015-2017,2018-2020,2021-2023
Faroe Islands,,,,,,,54153.78,,
Thailand,,,,,,,5414.3,,
Oman,18759.17,19294.38,18958.31,20219.75,20221.97,18292.11,18050.49,16851.08,17080.98
Romania,4554.5,4753.0,5736.48,7332.72,7778.81,8295.32,9332.24,10792.45,11699.66
Mexico,8386.62,9270.25,9308.37,9736.29,9302.22,9639.38,9907.11,9662.33,9807.97
Latvia,5316.01,6767.73,9057.92,12256.96,11556.28,12734.67,14443.32,16006.6,17155.4
Congo,1636.04,1522.02,1538.89,1804.05,2100.44,2404.08,2119.43,1755.77,1615.23
Spain,20427.42,23719.38,25572.59,26594.87,25432.91,24426.86,26528.9,26909.89,26908.34
El Salvador,2790.0,2894.18,2978.09,3254.64,3289.65,3475.65,3644.68,3749.75,4066.78
Czechia,11110.96,12109.75,13793.09,15503.46,15123.2,15426.61,17228.27,18520.0,19082.67
Greece,,,,22696.77,20369.87,17688.99,18120.09,18012.99,18941.19
France,30759.48,33965.06,35051.95,36507.54,36160.15,36545.83,37937.56,38232.51,38908.66
Macao,,26358.62,32196.24,42024.36,52449.74,72819.59,66308.52,61615.26,39869.9
Luxembourg,64221.49,70880.72,74658.4,80202.12,67170.22,76093.22,71178.08,73161.8,75607.86
Tajikistan,419.03,476.45,652.55,864.32,950.54,1104.9,1191.75,1362.38,1597.96
Kyrgyzstan,,,,,905.82,1014.48,1093.83,1118.66,1100.95
Lithuania,4925.44,6289.15,8665.34,11286.29,11093.9,12696.41,14488.46,16557.35,16644.82
Finland,33657.9,40103.67,42651.54,45830.85,43450.45,42699.93,44119.67,45998.1,46532.05
Italy,30011.58,32534.1,33303.37,33554.53,31764.61,30082.15,30872.29,31587.74,32902.47
Somalia,,,,,,,505.36,,
Zambia,,,,,,,1282.55,,
South Sudan,,,,,959.63,1067.31,940.01,,
Syrian Arab Republic,,,,,,,825.13,,
Samoa,,,,,3861.59,3800.77,4138.73,4147.58,3691.39
Ghana,,,,1211.43,1377.11,1609.76,1686.25,1894.07,1976.27
