Country,2000-2002,2003-2005,2006-2008,2009-2011,2012-2013,2014-2015,2016-2017,2018-2019,2020-2021
Guatemala,5.83,6.19,6.21,6.14,5.92,5.95,6.1,6.14,6.68
Yemen,4.81,5.49,5.7,5.31,5.08,4.55,,,
Malta,7.09,8.2,8.28,8.11,8.44,9.0,8.85,8.85,10.66
Sierra Leone,8.75,8.72,8.79,9.86,10.27,19.67,12.59,8.71,8.94
France,9.77,10.15,10.4,11.23,11.35,11.49,11.41,11.15,12.22
New Zealand,7.65,7.97,8.7,9.58,9.51,9.34,9.11,9.26,10.06
Equatorial Guinea,1.69,1.53,1.24,1.61,1.58,2.05,2.8,3.01,3.65
Saudi Arabia,4.31,3.66,3.38,3.87,4.21,5.51,6.14,5.4,6.31
Grenada,5.72,5.27,5.25,5.55,5.72,4.71,4.55,4.76,5.63
"Korea, Republic of",4.06,4.37,5.02,5.8,6.09,6.5,6.96,7.83,8.84
Serbia,6.76,7.93,9.12,9.33,9.32,9.03,8.34,8.6,9.36
Peru,4.69,4.56,4.46,4.74,4.74,4.96,4.92,5.17,6.22
Cambodia,6.92,6.95,5.88,7.33,7.18,6.45,5.88,6.46,7.32
Costa Rica,6.64,6.75,7.13,8.0,7.73,7.63,7.18,7.25,7.7
Kazakhstan,3.75,3.87,3.05,2.95,2.85,3.0,3.24,2.8,3.84
Kuwait,2.84,2.38,1.89,2.57,2.41,3.57,4.69,5.27,6.06
Panama,7.24,6.91,7.15,7.27,6.75,7.18,7.39,8.17,10.24
Hungary,6.91,7.95,7.36,7.38,7.32,6.95,6.86,6.43,7.34
Niger,4.74,5.2,5.56,5.06,4.39,4.9,5.05,5.48,5.99
Saint Vincent and the Grenadines,4.02,3.89,3.78,4.21,4.35,4.15,4.16,4.25,5.1
Slovakia,5.38,6.14,7.0,7.64,7.52,6.82,6.92,6.8,7.44
Fiji,3.1,3.16,3.32,3.37,3.23,3.35,3.23,4.18,5.08
Australia,7.72,7.98,8.09,8.5,8.71,10.01,10.11,10.14,10.61
