Country,1971-1974,1975-1978,1979-1982,1983-1986,1987-1990,1991-1994,1995-1998,1999-2002,2003-2006,2007-2010,2011-2014
Barbados,,,,,3.04,,,,3.65,3.69,
"Korea, Democratic People's Republic of",4.86,4.53,3.73,4.03,5.23,3.77,3.71,3.64,3.64,3.18,2.64
"Tanzania, United Republic of",0.33,0.3,0.26,0.27,0.23,0.18,0.25,0.22,0.31,0.32,0.42
United States,2.74,2.62,2.59,2.55,2.54,2.49,2.54,2.53,2.48,2.43,2.32
Sao Tome and Principe,,,,,2.13,,,,1.84,1.82,
Switzerland,2.47,2.27,2.0,1.87,1.79,1.81,1.76,1.72,1.73,1.68,1.62
Finland,2.28,2.37,2.17,1.86,1.9,1.92,1.9,1.77,1.79,1.67,1.47
Botswana,,,1.36,1.26,1.51,2.24,2.14,2.2,2.19,1.97,2.25
New Zealand,2.2,2.07,1.9,1.91,2.0,1.72,1.69,1.79,1.98,1.85,1.63
Saint Lucia,,,,,3.04,,,,3.34,2.5,
Nigeria,1.31,1.21,1.35,1.21,0.96,1.14,1.06,0.91,0.89,0.76,0.81
Norway,2.06,1.93,2.13,2.11,1.94,1.36,1.47,1.37,1.38,1.24,1.31
Estonia,,,,,3.58,3.42,3.07,3.14,3.21,3.31,3.09
Pakistan,1.16,1.14,1.28,1.42,1.46,1.45,1.53,1.55,1.6,1.71,1.66
Timor-Leste,,,,,,,,,3.49,3.28,
Kiribati,,,,,2.81,,,,7.33,5.45,
Philippines,1.78,1.83,1.62,1.3,1.4,1.51,1.96,1.86,1.93,1.99,2.12
Slovenia,,,,,2.37,2.43,2.4,2.29,2.21,2.2,2.1
Lesotho,,,,,,,,,75.14,103.16,
Cabo Verde,,,,,3.44,,,,4.39,4.47,
Solomon Islands,,,,,2.81,,,,5.6,5.31,
Latvia,,,,,2.39,2.25,1.94,1.83,1.73,1.78,1.74
Belarus,,,,,2.19,2.35,2.31,2.15,2.07,2.15,2.07
Netherlands,2.69,2.6,2.67,2.4,2.37,2.26,2.21,2.15,2.07,2.06,2.04
Vanuatu,,,,,3.0,,,,2.31,3.14,
Lebanon,2.97,2.83,2.81,3.45,3.46,2.91,3.07,3.2,3.38,3.39,3.31
North Macedonia,,,,,3.47,3.33,3.41,3.38,3.27,3.16,3.05
Togo,0.5,0.45,0.96,0.61,0.7,0.59,0.62,0.65,0.74,0.74,0.64
