Country,1970-1975,1976-1980,1981-1985,1986-1990,1991-1995,1996-2000,2001-2005,2006-2010,2011-2015
Solomon Islands,0.52,0.64,0.77,0.94,1.17,1.45,1.76,2.09,2.47
Ireland,4.48,5.16,5.85,6.58,7.35,8.15,8.95,9.77,10.6
Jordan,0.44,0.53,0.64,0.78,0.96,1.2,1.48,1.81,2.16
Saudi Arabia,0.16,0.2,0.23,0.27,0.33,0.39,0.46,0.54,0.64
Djibouti,0.04,0.05,0.06,0.07,0.09,0.1,0.12,0.14,0.17
Malta,4.19,4.67,5.05,5.33,5.45,5.73,6.28,6.93,7.64
Saint Lucia,3.18,3.71,4.22,4.78,5.36,5.97,6.63,7.33,8.08
Azerbaijan,2.96,3.47,3.99,4.58,5.23,5.96,6.73,7.53,8.36
"Korea, Republic of",1.42,1.62,1.82,2.05,2.37,2.84,3.38,3.96,4.58
Côte d'Ivoire,0.04,0.05,0.06,0.08,0.09,0.11,0.13,0.16,0.19
"Moldova, Republic of",2.25,2.65,3.08,3.57,4.13,4.77,5.47,6.21,6.99
Germany,4.84,5.54,6.23,6.93,7.64,8.36,9.1,9.88,10.67
Liberia,0.19,0.22,0.25,0.28,0.31,0.34,0.39,0.45,0.53
Luxembourg,3.98,4.6,5.22,5.89,6.6,7.36,8.16,8.98,9.82
Kiribati,1.57,1.8,2.01,2.2,2.33,2.43,2.62,2.9,3.24
Nepal,0.02,0.03,0.03,0.04,0.05,0.06,0.07,0.09,0.11
United Arab Emirates,0.19,0.24,0.3,0.37,0.48,0.62,0.76,0.92,1.1
