Country,1971-1983,1984-1991,1992-2000,2001-2008,2009-2015,2016-2022
Cayman Islands,,,36.8,35.84,37.49,46.17
Croatia,,,0.1,0.2,0.4,0.73
Viet Nam,0.0,0.0,0.28,0.41,0.58,1.14
Egypt,7.19,5.66,6.49,8.11,8.45,9.09
Yemen,,,1.3,2.09,4.77,5.04
Australia,21.32,24.17,25.95,28.9,30.85,29.97
Bulgaria,0.0,0.0,0.24,0.43,0.79,1.58
Mongolia,0.0,0.0,0.47,3.35,5.34,5.82
nld_curacao,,,,,75.88,0.0
Netherlands,70.33,68.57,68.64,,0.32,0.36
Dominica,11.72,3.89,14.9,30.01,35.62,40.35
Barbados,9.72,7.53,9.75,11.19,11.9,13.37
San Marino,0.0,0.0,0.0,,,
Bahamas,19.87,22.75,23.55,27.13,26.86,20.59
Ecuador,17.88,16.06,19.58,27.13,24.76,23.42
Kazakhstan,,0.0,0.24,0.69,0.89,1.07
