Country,1990-1994,1995-1998,1999-2002,2003-2006,2007-2010,2011-2014,2015-2018,2019-2022
Czechia,394566500000.0,726911000000.0,881969500000.0,1099648750000.0,1332096000000.0,1463257750000.0,1620461000000.0,2208253250000.0
Serbia,,,,,1048685620250.0,1536050983291.98,1795491862914.42,2400720992032.7
Saint Kitts and Nevis,116982000.0,,291725666.67,311021460.25,497610522.42,580970000.0,665203333.33,638400000.0
Tajikistan,,116462000.0,179232000.0,689810500.0,,,,12613128749.5
New Zealand,,,41072865500.0,49155784000.0,64050097500.0,79287330000.0,85465495000.0,119268544388.48
Hungary,1621500000000.0,3744861675000.0,6102490500000.0,9203978750000.0,11718672000000.0,13695860974500.0,16175751233750.0,22958517706500.0
France,467292825596.8,598230162500.0,672778712500.0,783650705000.0,915570590000.0,1010126377500.0,1081544250000.0,1218520150000.0
Kazakhstan,,300970000000.0,390756558500.0,733223369500.0,3592542686326.58,5131786327664.64,8359850342395.38,12477238188897.26
Malawi,,,,,196545500000.0,348515340517.33,809841931617.05,1690908036484.82
Macao,,7672986666.67,8805024685.44,10989481803.12,25158019097.44,41512871014.64,60102368583.46,83599089926.09
Barbados,,,,1981165061.04,2959962041.25,3186315638.75,3297717181.0,
United States,1419430000000.0,1635892500000.0,1960205875000.0,2603886150000.0,3502407375000.0,3921063775000.0,4307558950000.0,6299692900000.0
Kyrgyzstan,,,,,,104171086000.0,132336839750.0,185797772160.5
Belarus,190490.0,9244962.5,354961640.0,1758124727.25,4359526589.94,15995717597.5,29665554149.27,46849912584.12
Fiji,585986000.0,773615000.0,,1278762734.33,1309700727.86,1839388539.91,2818368502.17,3061357227.56
Niger,,,,,,,,
Austria,57397731154.12,89367870000.0,100472425000.0,115553847500.0,132757357500.0,149358877500.0,163099450000.0,195700215000.0
Cambodia,,,1574113085095.0,1998476292145.25,4047595567431.79,6854843814275.5,11672978260769.88,18726465722918.0
Iraq,,,,,,68471500000000.0,57086336518250.37,76253083980040.97
Nicaragua,1929047600.0,4407902500.0,8724762552.5,13733366515.0,24839829405.96,39786228255.99,63849395442.78,80099615053.22
