Country,1800-1825,1826-1850,1851-1875,1876-1900,1901-1925,1926-1950,1951-1975,1976-2000,2001-2025,2026-2050,2051-2075,2076-2100
Mauritania,380519.35,323892.0,301006.88,335324.28,396712.48,541354.24,940031.52,1951795.12,3801195.48,7055300.48,10922684.96,14233805.72
"Palestine, State of",165944.0,166526.32,188973.16,250751.84,342340.72,668634.2,1093099.04,2059547.36,4331587.2,7304982.12,10317444.32,12298368.56
Ethiopia,12256325.58,15651863.08,18248180.08,17890834.24,17554071.52,17488750.88,24150150.64,46761366.84,98496892.32,175519712.2,253316408.44,307627074.04
Gabon,160367.12,233680.12,322949.44,373360.72,337070.88,402022.68,545898.04,946487.16,1902554.12,3170119.52,4287541.2,5042690.4
Nauru,1834.96,1862.88,1892.24,1911.36,1985.44,2952.96,5284.12,9001.84,11193.88,13930.28,14773.48,13626.6
Djibouti,23126.12,32460.64,40393.44,41214.52,43987.24,53284.64,111099.12,491071.28,970083.64,1356549.6,1597957.72,1675383.16
Dominican Republic,112660.58,120699.96,206830.4,390188.8,763782.52,1658042.4,3685609.84,6867492.4,10138895.12,12515695.44,13321298.28,12611302.32
Gambia,103448.08,108496.76,122503.44,151555.64,184654.92,252938.08,444550.12,991415.68,2147086.0,3835739.16,5440114.44,6439085.0
South Sudan,1048760.54,1143902.44,1358472.28,1687403.24,2063740.28,2351456.24,3058152.96,4818257.84,9696005.12,14591912.44,20012442.92,23176949.76
Greece,2300029.85,2732919.4,3446611.36,4429251.16,5503095.08,7028510.72,8414306.28,10067340.76,10812796.64,9712061.56,8305524.44,6922195.28
China,358121180.38,409482693.68,374934022.2,376399735.2,434500534.32,505934654.88,713136478.24,1108359017.68,1367121229.8,1380570676.92,1168268980.44,887520872.36
Samoa,47199.42,46984.76,43396.84,37323.28,39635.4,69773.48,122364.08,169543.52,202930.64,276987.76,362622.84,425413.2
Spain,11965645.73,13768465.6,15778880.92,17566721.52,20330133.68,25282307.04,31595642.92,38703832.56,45787322.92,46119495.08,40203154.56,33323362.48
Brazil,3662739.15,6026775.56,8900533.88,14052414.72,24076832.68,40854992.08,80640104.16,144469597.24,200701047.16,227890301.32,223983793.0,198455748.8
Nigeria,12128958.31,12949444.56,14534417.24,17130281.04,21433253.36,30523292.08,48687582.88,91634044.2,176558157.2,308964731.48,441379219.4,526398634.24
Guinea-Bissau,218007.46,213575.28,223992.64,268227.68,328407.16,450886.04,582690.64,967178.88,1716356.88,2874791.4,3953628.6,4610409.72
Argentina,488654.85,781615.76,1502941.16,3254605.12,7374279.8,13689871.64,21448516.8,31696280.36,42224441.6,49420703.52,52062308.72,49713416.0
Guatemala,545008.27,712694.96,1005871.8,1320921.2,1547929.32,2282663.32,4557752.68,8764070.88,15382936.2,21954970.36,26284149.08,26902995.08
Paraguay,202128.85,250302.4,363642.88,451374.64,614589.16,1113745.88,2069822.36,3885324.04,6062639.76,7924516.28,8934570.28,8876800.56
Switzerland,1895232.15,2204231.2,2556751.8,2973532.08,3716512.24,4246255.36,5618838.84,6670972.8,8074226.32,9407847.68,9913794.88,10219581.08
Oman,311193.38,334911.08,354550.32,370301.72,410821.0,439859.12,587385.4,1615930.44,3610944.76,5578036.56,6939970.68,7600909.64
Malaysia,290768.62,419384.72,696753.64,1456602.64,2863938.04,4813436.0,8663324.48,16854910.44,29838516.04,38607688.68,41947921.36,40716375.68
Tajikistan,469302.23,551263.2,690485.0,862489.52,1077708.88,1353612.96,2429393.64,5042837.6,8283858.8,12958431.28,17168725.68,19756677.8
Belize,25533.19,25738.36,25859.6,31306.84,43276.08,59244.64,100607.16,177924.44,341409.64,488318.92,568080.04,576157.64
Senegal,1008224.73,962633.96,1015616.96,1262238.04,1505045.28,2051884.28,3651572.56,7239696.92,13858719.6,25583518.84,40702715.24,55766143.64
Jamaica,357391.35,386954.24,463649.44,636067.92,831457.72,1181380.28,1714598.4,2340272.6,2754315.4,2701306.88,2116496.08,1276852.48
