Country,1977-1986,1987-1996,1997-2005,2006-2014,2015-2023
Trinidad and Tobago,8.81,10.37,1.11,8.33,17.58
Denmark,1.72,1.61,1.59,1.99,1.68
El Salvador,11.25,11.27,13.55,14.06,18.38
United States,2.73,4.59,12.81,19.62,17.37
Algeria,5.72,7.48,3.46,2.63,2.64
"Venezuela, Bolivarian Republic of",4.57,2.99,6.58,7.4,4.69
Guinea-Bissau,4.13,3.97,2.0,4.22,3.55
Liberia,6.7,5.55,0.4,3.43,13.99
Latvia,,5.8,6.76,8.9,5.6
Mozambique,,,3.07,2.64,10.42
French Polynesia,,,3.45,5.38,4.58
Norway,2.45,3.62,5.79,3.69,4.4
Oman,4.73,4.37,6.71,12.3,13.48
South Africa,13.12,9.49,6.16,3.15,4.3
"Micronesia, Federated States of",,,,2.59,
Jordan,3.72,5.23,5.86,8.46,12.24
Haiti,3.22,4.42,1.23,0.49,0.95
Hong Kong,,,3.88,6.38,11.45
Malaysia,,,3.1,5.72,7.33
Cayman Islands,,,,,37.34
Barbados,2.95,7.0,6.71,4.74,8.17
