Country,1978-1984,1985-1991,1992-1998,1999-2005,2006-2011,2012-2017,2018-2023
Sri Lanka,659738146.98,984705093.7,1837457359.31,3184725659.54,8297205285.99,13983183606.65,14654476251.99
Switzerland,,52730774501.22,58140539213.79,62026650801.03,104194349971.41,122429705510.88,142644840210.85
Belgium,,,49245574807.89,48872727833.82,66488146008.94,62576337524.85,69673078543.77
Portugal,,,19581159567.72,20932851771.47,28205143923.0,25750246141.93,30488999938.57
Guatemala,1301845642.86,1262503819.74,2054146304.08,3740263229.26,7125803847.77,8972137527.66,11927489016.24
Indonesia,11832693709.36,16926300859.55,41869483867.52,57487724775.38,143692837491.53,192196576868.63,227347750827.9
Belize,27487035.57,44166279.68,81445328.38,108492042.11,128404345.52,153680030.8,160625639.85
Ethiopia,351374915.46,491809033.82,404196768.07,495998754.8,1058008230.82,2932868902.76,5636598289.15
Guyana,58639563.19,40006439.55,18881843.81,20785322.91,196886581.31,243785018.73,248767462.75
Lebanon,,,1703871683.56,1915178724.9,2432607434.93,3848295102.58,2247498716.73
Mauritania,,131464331.99,158734817.68,218540954.08,350281129.11,446033458.4,546818862.07
Saint Vincent and the Grenadines,8041485.19,15774494.6,22220105.82,24998259.26,32446018.52,36607777.78,34742592.59
El Salvador,589780985.71,822280525.18,1637964928.57,2356118000.0,2921776666.67,3733850000.0,4314526666.67
Cabo Verde,,25893375.84,56813050.86,53725452.66,75366070.23,94601813.93,107035305.13
Namibia,212633434.16,229854750.29,361004265.7,485839824.16,1235021881.17,1364468502.01,1422054709.01
Australia,,41952699219.51,46644315852.34,52488967648.31,87271776937.25,90371411883.89,84265561853.97
