Country,1975-1980,1981-1986,1987-1992,1993-1998,1999-2004,2005-2010,2011-2016,2017-2021
Bosnia and Herzegovina,,,14.94,24.34,59.28,59.28,59.28,59.28
Central African Republic,0.0,0.0,26.23,73.07,50.5,48.73,55.83,59.68
"Congo, The Democratic Republic of the",37.01,37.01,28.9,4.19,4.19,44.02,59.68,59.68
Sri Lanka,86.16,76.82,91.47,100.0,100.0,95.96,83.83,100.0
Austria,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Gabon,37.01,30.64,36.07,48.73,48.73,52.38,59.68,59.68
Peru,32.81,100.0,83.14,45.94,84.67,100.0,100.0,100.0
Chile,0.0,0.0,40.05,75.75,95.96,100.0,100.0,100.0
Mali,8.72,29.25,32.82,75.75,75.75,100.0,57.41,58.26
Egypt,44.57,58.2,59.68,59.68,59.68,59.68,28.25,40.36
Singapore,48.73,48.73,44.54,48.73,40.36,50.79,59.68,59.68
Algeria,31.95,37.01,30.84,26.96,57.86,48.73,48.73,48.73
Uganda,2.87,48.14,18.47,29.25,29.25,38.51,40.36,40.36
"Taiwan, Province of China",50.79,50.79,50.79,65.02,96.54,100.0,100.0,100.0
Greece,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Tunisia,37.01,55.9,55.24,59.68,59.68,59.68,78.83,72.54
Madagascar,31.74,37.01,49.06,100.0,100.0,71.01,43.29,59.68
Croatia,,,75.75,75.75,78.66,100.0,100.0,100.0
Bulgaria,37.01,37.01,59.13,100.0,100.0,100.0,100.0,100.0
"Palestine, State of",,,4.19,31.74,59.28,37.11,14.94,14.94
New Zealand,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
