Country,2006-2007,2008-2009,2010-2011,2012-2012,2013-2013,2014-2014,2015-2015,2016-2016,2017-2017,2018-2018,2019-2019,2020-2020
Fiji,81.65,75.72,63.25,61.8,58.8,58.8,58.8,55.9,55.9,55.9,55.9,52.9
United States,85.3,85.3,85.3,85.3,85.3,85.3,82.4,82.4,82.4,82.4,82.4,85.3
"Palestine, State of",44.1,42.62,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,35.3
Netherlands,99.28,96.35,94.1,94.1,94.1,94.1,94.1,94.1,91.2,91.2,91.2,88.2
Türkiye,54.42,49.28,47.1,41.2,38.2,35.3,29.4,26.5,23.5,23.5,23.5,23.5
Egypt,36.78,39.72,36.75,41.2,29.4,26.5,29.4,29.4,29.4,29.4,23.5,17.6
Mongolia,82.4,82.4,82.4,82.4,82.4,82.4,82.4,82.4,70.6,70.6,70.6,67.6
Saudi Arabia,17.6,16.88,16.15,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7
"Moldova, Republic of",79.4,79.4,79.4,79.4,79.4,79.4,85.3,73.5,70.6,70.6,70.6,67.6
Papua New Guinea,82.4,82.4,82.4,82.4,82.4,76.5,76.5,76.5,76.5,76.5,76.5,79.4
Jordan,38.2,38.2,38.2,35.3,35.3,35.3,35.3,32.4,32.4,35.3,35.3,32.4
Pakistan,50.0,50.72,52.9,52.9,52.9,52.9,50.0,50.0,47.1,47.1,47.1,47.1
Central African Republic,27.22,28.67,26.5,29.4,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5
Honduras,70.6,69.85,66.15,64.7,64.7,64.7,64.7,64.7,61.8,61.8,61.8,58.8
Canada,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.1,94.1
Belgium,94.1,94.1,94.1,94.1,94.1,94.1,94.1,88.2,85.3,85.3,85.3,82.4
Colombia,90.45,88.2,88.2,88.2,88.2,88.2,85.3,82.4,79.4,82.4,85.3,79.4
Sierra Leone,44.85,48.55,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9
Romania,85.3,84.57,82.4,82.4,82.4,85.3,85.3,82.4,79.4,76.5,76.5,70.6
Ireland,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.1
Israel,52.9,52.9,54.4,55.9,55.9,58.8,61.8,61.8,58.8,58.8,58.8,55.9
Angola,28.7,34.58,32.4,32.4,32.4,32.4,32.4,29.4,29.4,29.4,29.4,26.5
Mali,63.22,58.8,64.7,64.7,64.7,64.7,64.7,64.7,61.8,61.8,55.9,44.1
Cuba,29.4,29.4,29.4,29.4,29.4,29.4,29.4,26.5,26.5,26.5,29.4,29.4
Côte d'Ivoire,38.2,37.48,35.3,38.2,38.2,38.2,38.2,38.2,41.2,41.2,41.2,38.2
Tajikistan,11.8,12.52,14.7,14.7,14.7,14.7,11.8,8.8,8.8,8.8,8.8,8.8
Singapore,73.5,73.5,73.5,73.5,73.5,70.6,70.6,73.5,70.6,73.5,70.6,67.6
Luxembourg,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,94.1
