Country,1994-1997,1998-2001,2002-2005,2006-2009,2010-2013,2014-2017,2018-2020,2021-2023
Bahamas,9705489890.75,10590447482.84,11578132702.04,12081265138.39,11845456191.64,11879235063.08,11279208791.8,11670279243.41
Benin,14381684588.12,17764929800.04,21149575975.97,24751275946.08,28429487771.82,34159724102.12,40977335392.01,49123989730.62
Saint Kitts and Nevis,,,,,,,,1212062713.39
Namibia,12393746658.52,14001174772.34,16962875510.19,20102484446.85,23487469218.08,28261488576.65,27372284381.72,27420849817.09
kos,,,,13512417006.58,15463911531.23,18355072612.25,20807698676.44,23349936533.8
Croatia,86005538209.92,93376280079.57,109239466208.13,125042825425.49,117820451061.18,123978275264.69,134612887957.1,152949400559.31
Puerto Rico,87883236735.04,99575010749.46,107452894264.2,108158566311.25,102017156127.73,100418013873.54,96014523081.33,94783334840.18
Lao People's Democratic Republic,,,,,,,,56795189946.69
Sao Tome and Principe,,,,,,,,1279059010.25
Equatorial Guinea,,,,,,,,22154736585.28
North Macedonia,21287378083.35,23323768007.02,25205121961.62,30185831317.24,33105616693.03,36241445266.26,38396105470.64,39873783926.57
Palau,,277518787.08,304928519.11,316488655.46,299353126.59,347344948.84,347827566.07,290038262.99
Netherlands,732263460080.76,864021411691.75,922091867242.27,999318983241.76,1016867713696.91,1058241369101.58,1120026486543.15,1209765165468.28
Guinea-Bissau,2389337814.4,2107748878.17,2427197812.66,2761150204.85,3233792540.39,3792266577.75,4310775859.16,4957417867.88
Aruba,,,,,,,,3949220211.1
Germany,3770536895711.84,4030686942529.97,4187118850429.37,4483435673425.44,4670749703670.91,5050354271899.81,5311629268796.97,5364701141200.57
Brazil,2167963334360.59,2325367392839.14,2584140754677.45,3061915377398.93,3578544251905.99,3616920892245.27,3590507900396.95,3785256731226.74
Algeria,294697520067.53,339523542732.14,407298042559.45,478844681364.57,541535978809.05,610839004873.89,633028620284.51,660133665360.11
Ghana,,,,96731565011.65,130866047337.35,159275505191.99,194824361490.69,213703259500.8
Togo,9141533959.25,10641291006.3,11554560329.78,11889657927.6,14796786619.21,18258837412.95,21058176757.26,24367821592.29
Austria,400236203189.9,437117351071.07,474434581440.49,518935091648.52,526771607007.72,546788989732.11,568972653652.6,579445869658.9
