Country,1999-2002,2003-2006,2007-2010,2011-2013,2014-2016,2017-2019,2020-2022
Slovakia,100.24,100.68,96.79,96.03,93.27,92.32,94.21
Finland,99.29,99.36,99.31,99.42,99.5,99.46,99.07
Honduras,,75.25,80.19,82.46,,,
Uzbekistan,101.44,97.53,95.73,94.32,96.27,100.28,99.93
Burkina Faso,28.64,33.89,43.99,58.24,58.81,59.38,56.78
Pakistan,,61.48,59.15,59.74,62.91,68.27,73.47
Philippines,90.73,89.06,87.69,,95.12,105.13,91.04
Paraguay,92.18,96.05,98.6,94.38,95.11,,85.04
Mauritius,96.89,98.75,96.23,94.48,96.09,97.41,96.79
Qatar,93.91,80.61,93.36,93.74,93.43,99.25,102.57
Cabo Verde,96.67,89.01,90.78,89.7,93.38,85.54,86.85
Spain,,100.31,99.27,96.46,95.49,95.8,97.35
Guinea-Bissau,34.91,,69.95,,,,
Latvia,100.76,103.42,103.35,99.71,99.31,98.41,98.08
Tunisia,87.42,94.33,92.61,94.72,93.34,82.96,95.41
Luxembourg,,,86.25,82.42,78.3,76.22,75.09
Myanmar,77.27,80.09,89.24,,,102.24,
Armenia,84.74,93.07,95.36,93.38,98.54,101.18,98.77
Zambia,67.89,87.71,94.86,88.0,,,
Japan,105.07,,,,,,
Papua New Guinea,55.19,56.76,,,75.99,,
Viet Nam,105.91,108.03,,91.76,98.06,108.55,114.07
Lesotho,51.23,59.4,68.31,71.17,72.14,,69.81
