Country,1996-2002,2003-2006,2007-2010,2011-2013,2014-2016,2017-2019,2020-2022
Guinea,38.42,23.39,20.47,25.12,27.7,31.11,26.28
Denmark,100.0,100.0,100.0,100.0,98.89,98.41,99.68
Somalia,5.57,1.4,1.2,1.9,2.71,2.86,4.59
Montenegro,,61.27,61.68,63.35,69.74,74.92,77.68
South Sudan,,,,12.32,6.69,3.81,3.96
Saudi Arabia,62.55,62.27,64.57,64.93,65.6,63.33,73.41
Estonia,95.25,91.9,95.54,95.42,98.89,98.25,99.05
Cyprus,95.52,93.16,97.59,92.42,91.24,89.05,86.72
Albania,56.85,53.7,65.53,68.4,68.64,71.75,70.42
Lebanon,55.36,57.73,56.48,57.66,51.92,47.94,30.41
Kyrgyzstan,62.82,42.97,52.05,51.82,47.93,49.68,43.36
Tunisia,67.85,61.46,61.94,53.71,49.85,49.21,51.59
Austria,98.91,99.74,99.16,97.63,96.18,96.83,95.73
Afghanistan,7.6,10.94,7.71,17.38,21.83,16.98,15.66
Croatia,65.12,72.3,73.37,72.99,68.95,74.44,75.31
Jamaica,70.69,65.26,68.07,68.09,65.29,66.51,68.66
Djibouti,43.95,37.24,37.7,45.34,39.83,35.71,31.18
Tuvalu,,54.73,35.09,25.28,46.48,54.13,62.81
"Micronesia, Federated States of",,75.22,50.89,32.07,32.8,34.6,45.08
