Country,1977-1982,1983-1988,1989-1994,1995-2000,2001-2006,2007-2012,2013-2018,2019-2023
Papua New Guinea,4.82,3.98,3.11,5.84,9.22,12.52,3.84,2.91
Cambodia,,,3.16,4.17,5.37,6.75,6.69,8.5
Saint Lucia,5.51,5.61,8.43,7.26,9.96,9.67,9.06,9.98
Marshall Islands,,,,,3.02,2.24,5.31,0.17
Maldives,3.52,1.69,3.02,3.69,3.9,4.35,4.87,7.56
Dominican Republic,3.95,4.15,7.26,10.77,9.22,14.48,15.97,14.57
Malaysia,,,,2.9,3.22,5.74,6.97,7.86
Guyana,11.92,8.55,3.34,7.72,11.12,9.2,10.28,2.6
Faroe Islands,,,,9.62,5.31,1.29,,
"Moldova, Republic of",,,4.42,3.64,1.83,2.55,1.7,2.05
Kuwait,3.33,2.5,1.48,1.59,1.74,5.64,5.77,10.77
Nigeria,3.71,3.69,3.63,2.28,2.15,3.52,6.73,5.87
Sierra Leone,10.86,12.87,5.59,4.44,7.78,6.48,7.68,12.31
Ghana,3.4,7.0,8.66,6.64,5.21,4.42,2.08,4.66
Bosnia and Herzegovina,,,,9.54,10.67,3.33,8.97,7.52
Eswatini,7.49,12.22,0.71,2.7,16.25,5.68,5.22,2.23
Philippines,1.01,1.69,2.96,1.77,4.29,9.6,6.98,11.09
Trinidad and Tobago,9.6,9.92,11.9,2.09,1.51,8.82,11.8,24.31
Qatar,,,,,,5.85,8.82,8.97
