Country,1950-1968,1969-1987,1988-2006,2007-2025,2026-2044,2045-2063,2064-2082,2083-2100
Morocco,19.03,17.31,12.32,9.6,7.36,6.24,5.35,4.82
Congo,17.58,18.34,16.82,15.74,12.94,10.93,9.29,8.04
Somalia,18.39,18.49,19.83,19.36,16.46,12.85,9.99,8.2
Guadeloupe,17.27,11.94,9.05,6.88,6.77,5.86,5.57,5.01
Seychelles,15.8,13.77,10.08,8.06,6.47,6.11,5.7,5.33
Austria,8.69,7.05,5.83,5.0,4.47,4.36,4.25,4.31
Saint Vincent and the Grenadines,21.02,15.15,10.68,7.5,5.94,5.28,4.8,4.42
Saint Pierre and Miquelon,12.55,9.5,6.32,4.78,4.37,4.34,4.54,4.11
Tuvalu,16.76,15.31,14.32,11.55,10.17,9.42,8.13,7.13
Qatar,17.72,10.86,7.05,3.65,3.26,3.83,4.08,4.24
Serbia,9.61,7.54,5.77,4.99,4.46,4.28,3.97,3.9
Netherlands,10.6,7.35,6.46,5.43,5.12,4.66,4.56,4.44
Yemen,16.86,20.52,19.45,15.36,11.72,9.2,7.5,6.46
Peru,18.0,16.43,12.7,9.69,7.49,6.08,5.25,4.77
Lao People's Democratic Republic,17.05,17.54,16.1,11.47,8.62,6.88,5.85,5.24
Libya,17.72,17.44,11.76,10.27,7.65,6.35,5.57,4.95
Montenegro,13.89,9.89,7.77,6.41,5.32,4.83,4.42,4.22
"Saint Helena, Ascension and Tristan da Cunha",14.93,11.47,6.9,4.38,4.24,5.16,4.78,4.25
"Korea, Democratic People's Republic of",16.23,12.97,9.32,6.83,5.69,5.26,4.76,4.64
Anguilla,19.65,13.3,9.76,6.43,4.25,3.87,3.72,3.75
