Country,2004-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2018,2019-2019,2021-2021
Iceland,13.8,13.5,13.35,14.25,14.3,14.0,14.15,,,
Morocco,,10.5,,,10.7,,,,,
Belgium,13.5,13.75,13.9,13.95,14.15,13.95,14.15,14.3,14.2,14.4
Mauritania,10.7,,11.3,,,12.4,,,12.5,
Belarus,13.9,13.35,13.7,13.65,14.0,14.15,14.3,14.4,14.3,
Botswana,,,5.7,,,7.0,,,,
Ireland,12.4,12.6,12.8,12.7,12.5,12.85,12.8,13.1,13.0,13.1
Honduras,5.75,6.25,7.1,7.2,7.4,7.8,7.85,8.0,8.0,
Guatemala,,7.0,,,,8.6,,,,
Ecuador,7.35,7.55,8.3,8.7,8.85,9.2,9.4,9.2,9.1,9.0
Nicaragua,8.5,,9.6,,,9.2,,,,
Gambia,,,,9.8,,11.6,,,,
Switzerland,,12.0,12.15,12.55,12.55,12.5,12.45,12.4,12.2,
Bangladesh,12.2,,,12.5,,,12.4,,,
Sierra Leone,,,,11.9,,,,11.7,,
Solomon Islands,9.1,,,,11.4,,,,,
Turkmenistan,,,,,,,,,,
Haiti,,,,,10.3,,,,,
Congo,8.6,,,8.2,,,,,,
Costa Rica,8.6,8.35,8.25,8.35,8.3,8.35,8.35,8.5,8.4,8.2
Egypt,12.7,,13.0,13.1,13.6,12.8,12.8,,12.8,
"Venezuela, Bolivarian Republic of",8.75,9.6,,,,,,,,
South Africa,4.7,,4.9,4.7,,4.8,,,,
Jamaica,9.2,,,,,,,11.6,,10.3
Mali,,10.9,12.1,,,,,11.2,,11.5
Thailand,9.7,10.1,10.2,10.75,10.6,11.15,11.1,11.1,11.5,11.5
Chad,,,,9.7,,,,11.1,,
Togo,,9.7,,8.7,,9.5,,9.8,,11.0
Armenia,11.65,12.95,13.3,13.1,13.05,12.65,12.25,12.2,13.2,13.8
