Country,1990-1993,1994-1997,1998-2001,2002-2005,2006-2009,2010-2013,2014-2016,2017-2019
Solomon Islands,84.37,83.87,85.13,86.35,86.12,85.77,85.59,85.54
"Bolivia, Plurinational State of",82.25,82.38,82.28,82.62,82.31,81.03,80.01,80.1
Belize,81.65,81.55,81.62,81.84,81.25,80.1,80.15,80.74
India,84.58,84.01,83.11,82.88,81.78,80.0,78.06,76.3
Tonga,75.59,74.0,70.55,68.93,66.44,63.02,59.47,56.38
Tunisia,75.0,74.01,71.58,68.6,68.11,70.25,69.5,69.06
Czechia,71.16,71.0,69.53,68.6,68.35,67.82,68.41,68.74
United Kingdom,72.82,70.46,69.71,69.15,69.31,68.48,68.32,68.06
Thailand,84.18,82.81,81.26,80.93,81.18,80.35,77.64,75.87
Afghanistan,78.99,78.5,78.66,78.74,78.92,78.24,76.18,74.63
Kuwait,81.19,83.43,82.64,82.1,82.58,85.5,87.08,87.64
Madagascar,89.05,88.98,89.15,89.24,90.18,90.48,89.61,88.88
French Polynesia,69.57,70.38,69.35,66.67,64.8,63.78,62.7,61.28
Gabon,58.22,57.97,57.73,57.46,57.69,58.46,59.79,61.63
Maldives,76.07,73.32,71.24,70.29,70.75,76.79,82.13,83.64
"Iran, Islamic Republic of",79.72,75.11,73.65,74.14,71.76,69.56,69.8,71.92
Zambia,86.02,85.55,85.24,85.74,84.32,81.55,80.33,79.21
Fiji,79.77,79.07,77.9,78.15,78.83,78.72,76.95,76.72
Eritrea,90.31,90.43,87.63,82.54,82.16,84.96,86.8,86.6
Slovakia,71.76,68.79,68.07,68.41,68.04,67.93,67.99,67.68
Sudan,76.23,75.22,74.27,73.45,72.34,70.66,69.27,68.33
China,84.74,84.58,83.51,80.94,79.06,78.02,77.15,76.06
Mauritius,81.61,80.82,79.1,77.78,75.19,73.57,73.42,72.15
Dominican Republic,80.99,80.09,78.62,75.84,75.06,74.85,77.2,79.11
Macao,71.59,76.15,77.1,72.23,75.64,76.81,76.89,76.21
Cyprus,73.26,72.76,72.02,72.23,71.54,69.77,67.74,68.5
Ireland,73.29,71.82,74.66,74.62,75.08,69.65,69.37,68.81
Kenya,76.53,74.97,73.7,71.21,72.77,76.04,77.93,77.17
