Country,1996-2000,2002-2004,2005-2006,2007-2008,2009-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2020,2021-2022
Cabo Verde,0.42,0.25,0.18,0.16,0.15,0.15,0.15,0.18,0.17,0.17,0.17
Pakistan,0.21,0.19,0.16,0.15,0.14,0.14,0.15,0.16,0.15,0.15,0.16
Dominican Republic,0.21,0.18,0.16,0.16,0.15,0.15,0.16,0.17,0.16,0.15,0.17
Brunei Darussalam,0.33,0.32,0.33,0.29,0.2,0.2,0.2,0.21,0.18,0.18,0.2
"Palestine, State of",0.35,0.34,0.34,0.33,0.22,0.22,0.25,0.25,0.21,0.19,0.2
Lesotho,0.3,0.25,0.17,0.15,0.15,0.14,0.15,0.16,0.16,0.15,0.15
Niger,0.28,0.24,0.18,0.17,0.14,0.14,0.15,0.16,0.15,0.15,0.15
Morocco,0.21,0.18,0.17,0.16,0.15,0.15,0.15,0.17,0.16,0.16,0.16
Portugal,0.18,0.18,0.17,0.16,0.16,0.15,0.16,0.16,0.16,0.15,0.16
Maldives,0.32,0.32,0.26,0.24,0.21,0.21,0.22,0.27,0.3,0.32,0.33
Central African Republic,0.32,0.25,0.2,0.2,0.14,0.14,0.15,0.16,0.16,0.15,0.16
Uruguay,0.2,0.18,0.17,0.17,0.15,0.15,0.16,0.17,0.16,0.15,0.17
Ukraine,0.18,0.17,0.16,0.14,0.14,0.13,0.14,0.15,0.14,0.14,0.15
South Africa,0.18,0.17,0.15,0.15,0.15,0.14,0.15,0.16,0.15,0.15,0.15
Jordan,0.19,0.18,0.16,0.15,0.15,0.14,0.15,0.16,0.16,0.15,0.16
Sri Lanka,0.2,0.18,0.16,0.15,0.14,0.14,0.15,0.16,0.16,0.16,0.17
Russian Federation,0.17,0.16,0.15,0.14,0.14,0.13,0.14,0.15,0.14,0.14,0.16
Saudi Arabia,0.21,0.19,0.18,0.17,0.16,0.16,0.17,0.18,0.17,0.16,0.17
Armenia,0.24,0.21,0.17,0.15,0.14,0.13,0.14,0.16,0.16,0.15,0.16
Djibouti,0.29,0.26,0.2,0.2,0.16,0.15,0.16,0.18,0.17,0.16,0.16
