Country,2005-2008,2009-2011,2012-2014,2015-2017,2018-2020
French Guiana,,,,,
Montserrat,,,,,8.26
Argentina,6.96,4.87,4.1,4.38,6.72
United States,3.32,7.42,5.49,3.63,3.95
El Salvador,7.98,4.29,2.29,2.45,1.8
Falkland Islands (Malvinas),,,1.09,,
Singapore,4.34,4.34,3.14,3.58,
Slovakia,9.08,8.9,10.42,7.42,4.29
Algeria,,1.54,1.76,,
Cyprus,3.14,4.85,14.44,13.47,6.19
Guinea,,,,,2.17
Greece,3.05,6.26,15.9,18.19,12.25
Gabon,,7.43,,,
Chile,4.96,5.35,3.6,3.86,5.31
Niger,,0.14,0.8,4.15,
Montenegro,,12.28,10.81,9.53,7.7
Cuba,,0.67,,,
Papua New Guinea,,2.39,,,
"Venezuela, Bolivarian Republic of",5.97,4.31,4.11,3.12,
