Country,1960-1965,1966-1971,1972-1977,1978-1983,1984-1989,1990-1995,1996-2001,2002-2007,2008-2013,2014-2018,2019-2023
Antigua and Barbuda,0.68,0.85,1.14,1.61,2.13,2.5,2.4,2.23,2.14,2.22,2.42
Cambodia,0.26,0.3,0.33,0.32,0.37,0.41,0.46,0.54,0.65,0.78,0.9
Tuvalu,0.84,0.82,0.56,0.44,0.7,0.82,1.02,1.17,1.24,1.05,1.14
Liechtenstein,1.32,1.39,1.47,1.8,2.29,2.96,3.15,3.8,4.14,4.37,5.08
North Macedonia,0.87,0.95,0.94,1.05,1.28,1.69,1.68,1.88,2.31,2.88,3.16
Malta,0.83,1.02,1.26,1.35,1.78,2.38,2.86,3.81,4.74,5.44,5.77
Algeria,0.35,0.44,0.37,0.32,0.41,0.51,0.62,0.72,0.86,1.05,1.16
Armenia,1.19,1.11,0.83,0.82,1.2,1.44,1.41,1.78,2.96,3.69,4.28
American Samoa,0.38,0.41,0.37,0.4,0.44,0.47,0.51,0.6,0.7,0.71,0.89
"Korea, Democratic People's Republic of",0.26,0.37,0.49,0.61,0.76,0.95,1.19,1.53,2.0,2.64,3.36
nld_curacao,1.09,0.96,0.98,1.15,1.31,1.57,1.77,2.0,2.21,2.75,3.29
Sierra Leone,0.4,0.45,0.47,0.48,0.48,0.46,0.44,0.41,0.4,0.41,0.41
Romania,0.96,1.29,1.43,1.65,2.1,2.43,2.35,2.93,4.2,5.24,5.79
Kyrgyzstan,0.99,0.93,0.8,0.83,1.02,1.12,0.94,0.89,1.04,0.98,0.94
San Marino,1.73,1.74,2.14,2.52,2.94,3.87,4.56,5.3,6.17,6.59,6.64
Belgium,2.34,2.58,2.93,3.6,4.37,5.05,4.96,5.65,6.51,6.94,6.93
Uganda,0.3,0.23,0.21,0.26,0.29,0.31,0.3,0.28,0.24,0.21,0.17
China,0.43,0.41,0.47,0.62,0.82,0.98,1.21,1.58,2.04,2.51,2.91
Netherlands,1.6,1.91,2.29,2.9,3.6,4.11,4.36,4.76,5.21,5.52,5.81
Bangladesh,0.25,0.22,0.23,0.28,0.32,0.34,0.4,0.54,0.66,0.79,0.95
Afghanistan,0.18,0.2,0.22,0.22,0.2,0.21,0.22,0.25,0.28,0.3,0.32
"Virgin Islands, U.S.",1.27,0.89,0.74,0.75,0.71,1.08,1.69,2.26,2.83,3.59,4.61
