Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019
Guinea-Bissau,11.96,12.73,13.25,13.23,13.86,14.85,15.66,16.51,17.5,18.28
Pakistan,1248.09,1332.49,1425.67,1518.52,1592.25,1657.13,1755.23,1848.25,1993.76,2161.42
Switzerland,77.97,100.64,132.84,145.98,163.26,175.64,192.87,213.94,229.87,235.65
Albania,84.84,90.7,106.0,107.87,95.28,66.81,55.3,59.09,65.95,72.99
"Tanzania, United Republic of",132.76,142.0,150.37,156.4,167.74,189.28,213.2,241.24,263.52,286.79
Jordan,16.21,17.86,19.31,20.5,23.15,25.21,22.35,24.63,30.16,38.17
Tonga,3.31,3.34,3.47,3.54,3.5,3.59,3.82,3.97,4.08,4.2
Guyana,11.63,10.81,8.06,6.28,5.74,5.59,5.89,6.44,7.06,7.79
Dominica,3.1,2.63,1.99,1.5,1.25,1.13,1.13,1.13,1.12,1.14
Malaysia,172.58,202.26,225.17,261.95,301.79,343.56,380.17,400.85,425.71,434.07
"Moldova, Republic of",37.43,54.07,83.89,98.22,105.16,81.24,56.38,50.12,50.67,51.73
Indonesia,1157.56,1262.03,1366.14,1445.85,1455.71,1533.8,1483.3,1495.94,1559.55,1657.27
Libya,44.91,46.48,49.84,53.58,55.03,58.95,69.72,76.42,87.4,99.66
Nauru,0.14,0.14,0.15,0.16,0.15,0.15,0.14,0.14,0.13,0.13
Belize,2.98,2.85,2.4,1.96,1.89,1.97,2.15,2.43,2.63,3.04
South Africa,633.28,733.77,876.85,958.31,961.87,930.03,911.88,905.43,932.52,891.85
Morocco,89.26,98.68,109.7,119.86,130.49,140.58,152.97,163.09,174.18,186.12
