Country,1990-1994,1995-1999,2000-2003,2004-2007,2008-2011,2012-2015,2016-2019
Brazil,66.05,66.91,68.47,70.28,69.79,69.58,70.29
Italy,59.4,58.63,60.73,62.64,62.3,63.74,65.5
Eritrea,82.56,81.79,79.38,77.52,79.21,81.2,81.48
Nicaragua,60.95,61.09,63.27,64.04,66.04,68.18,69.3
Central African Republic,73.81,73.58,73.4,73.44,73.58,73.76,72.94
Eswatini,53.89,53.09,52.3,52.57,52.79,53.28,54.32
"Korea, Democratic People's Republic of",84.92,86.4,86.3,86.36,86.48,86.66,86.43
Germany,71.13,71.06,72.01,74.34,76.62,77.58,78.36
Botswana,62.1,61.57,60.15,61.62,64.01,72.14,73.08
United States,75.76,76.51,75.64,74.27,72.96,71.73,72.51
Algeria,47.0,46.97,45.84,45.26,45.26,45.74,46.26
Azerbaijan,80.47,84.72,79.93,73.46,69.53,69.61,71.78
Bulgaria,68.25,64.62,62.53,64.26,67.15,68.47,71.33
Guyana,62.27,60.85,59.72,59.39,58.62,58.4,58.55
Myanmar,78.68,77.65,75.8,73.51,71.44,69.84,66.21
Hong Kong,69.63,69.46,70.13,70.21,69.18,70.72,72.02
"Iran, Islamic Republic of",46.09,44.46,46.42,48.17,44.94,44.17,47.49
Ecuador,65.93,68.19,69.12,70.93,68.57,67.7,71.28
Thailand,78.5,78.52,77.46,77.56,78.12,76.72,74.44
Lebanon,46.26,47.93,49.55,50.58,50.12,49.98,50.53
Nepal,88.36,88.49,87.76,86.62,85.58,85.04,85.38
Macao,62.75,71.13,70.06,70.81,75.72,77.1,77.84
