Country,1969-1974,1975-1980,1981-1985,1986-1990,1991-1995,1996-2000,2001-2005,2006-2010,2011-2015,2016-2020
Norway,1.92,1.69,0.78,0.61,0.73,0.76,0.67,0.69,0.95,0.86
Saint Vincent and the Grenadines,,7.09,10.68,11.52,22.55,21.33,17.23,27.18,31.62,15.67
Uzbekistan,,,,,2.41,2.67,0.05,0.05,0.05,0.31
Maldives,,,,,,,0.0,0.04,0.22,0.74
Mauritius,,0.01,0.01,0.25,0.02,0.13,0.06,0.11,0.24,0.17
Samoa,,,,0.0,0.03,0.01,0.02,0.05,4.12,1.75
Niger,0.0,0.0,0.03,,0.0,0.15,0.05,0.83,1.46,1.47
Bahamas,1.46,1.92,0.84,0.76,2.8,4.06,1.0,1.95,1.1,1.06
Albania,,,0.0,0.03,1.15,0.13,0.04,0.1,0.08,0.05
Lithuania,,,,,0.16,0.19,0.17,0.31,0.3,0.32
Côte d'Ivoire,0.05,0.02,0.04,0.07,0.38,3.16,0.52,1.04,1.4,1.64
Bosnia and Herzegovina,,,,,1.39,0.08,0.06,0.03,0.08,0.13
Burundi,,,0.04,,,0.16,,,0.01,0.01
Togo,,,0.19,1.49,3.34,8.12,1.25,0.41,0.71,0.02
Ireland,1.04,1.11,1.18,0.83,0.85,0.82,0.94,1.11,1.46,1.48
Haiti,1.11,1.44,0.56,0.56,0.42,1.72,7.12,8.61,3.66,5.85
