Country,1993-1997,1998-2002,2003-2006,2007-2010,2011-2014,2015-2018,2019-2022
Tunisia,1.86,0.74,,3.97,1.89,1.97,1.21
Ukraine,,,,2.01,0.33,0.02,0.0
Hong Kong,125.59,144.95,257.55,744.68,486.4,572.17,822.13
"Venezuela, Bolivarian Republic of",2.14,1.11,,,,,
Pakistan,12.85,22.88,93.08,22.61,2.35,,4.81
Estonia,,6.03,6.82,,,,
Namibia,0.48,0.32,0.16,0.21,0.35,0.45,0.41
Lithuania,,,1.63,,,,
United States,72.45,195.01,178.89,273.07,220.11,222.6,182.03
Spain,16.15,157.67,88.16,110.68,70.3,58.49,31.83
Denmark,17.59,36.44,23.62,,,,
Uruguay,0.02,0.0,,,,,
Portugal,6.77,31.3,20.95,31.69,16.08,,
Kenya,0.63,0.36,2.77,1.95,2.04,1.03,0.44
Norway,18.84,28.14,45.77,65.61,24.73,27.39,24.88
Slovenia,1.8,3.82,1.98,2.9,1.04,0.78,0.6
Barbados,0.36,0.85,,0.74,0.8,0.22,0.13
China,21.17,36.83,27.2,137.94,85.47,188.09,187.71
Germany,25.21,65.56,48.26,75.81,36.3,39.66,37.4
Thailand,34.61,24.25,56.87,47.36,69.41,74.23,94.56
