Country,1991-1994,1995-1998,1999-2002,2003-2006,2007-2010,2011-2013,2014-2016,2017-2019
Solomon Islands,42.65,43.77,45.0,45.8,49.25,52.6,54.67,56.39
Cabo Verde,66.43,68.0,70.34,72.96,75.76,77.66,79.13,81.88
Uganda,14.9,16.0,17.46,19.54,21.86,22.21,19.2,19.67
Eritrea,16.25,17.89,19.16,20.19,21.15,22.95,24.66,26.18
Costa Rica,73.33,77.68,79.64,82.48,83.9,87.58,86.44,85.37
Mongolia,41.11,39.33,42.41,48.25,51.34,56.02,59.92,62.05
Central African Republic,12.38,13.24,14.37,15.82,17.79,19.53,19.97,22.13
Guyana,61.15,63.55,75.53,80.19,79.5,79.79,80.51,80.85
Georgia,45.57,44.04,40.43,38.9,42.9,43.99,47.34,52.07
Tonga,35.25,36.69,36.67,39.2,43.08,47.04,50.55,53.08
Colombia,73.72,74.59,76.1,77.07,77.63,77.18,78.97,78.21
Fiji,52.67,54.45,57.54,62.24,69.38,75.74,80.89,83.7
Germany,75.52,78.02,79.82,81.8,83.71,84.79,85.11,85.25
Lao People's Democratic Republic,7.35,8.76,11.2,14.35,18.2,21.29,23.89,26.22
Uzbekistan,39.58,42.0,47.23,53.06,58.95,61.12,60.5,61.09
Kenya,34.78,36.32,35.08,30.46,30.62,32.99,35.45,38.14
Pakistan,16.47,17.53,19.1,18.11,14.09,13.91,13.32,16.63
Samoa,50.26,51.21,52.45,53.48,53.81,54.29,54.82,55.77
"Korea, Democratic People's Republic of",25.53,28.04,30.84,33.66,36.52,39.31,41.43,43.83
Bahamas,93.47,93.08,93.32,94.37,95.32,96.2,96.54,96.7
Slovenia,53.58,57.13,61.59,65.79,69.0,73.73,74.63,75.6
United Arab Emirates,85.78,86.17,86.98,89.97,92.29,93.52,93.96,94.44
Sierra Leone,21.6,22.31,23.72,26.95,32.19,38.41,43.14,46.04
Kuwait,97.03,97.14,97.45,97.64,96.55,96.56,96.68,96.94
Thailand,26.25,31.52,37.09,41.45,43.87,43.11,49.57,51.49
Qatar,97.95,97.9,96.98,96.44,94.69,95.78,94.15,93.69
