Country,2006-2007,2008-2009,2010-2011,2012-2012,2013-2013,2014-2014,2015-2015,2016-2016,2017-2017,2018-2018,2019-2019,2020-2020
Ukraine,95.8,94.78,87.5,79.2,79.2,58.3,58.3,58.3,61.7,61.7,74.2,
Brazil,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8
Ecuador,78.3,78.3,78.3,78.3,82.5,82.5,82.5,82.5,87.5,87.5,87.5,87.5
Bulgaria,94.78,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7
Belgium,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8
Togo,5.42,26.28,40.0,40.0,40.0,40.0,40.0,35.8,31.7,31.7,31.7,9.2
China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghana,74.2,76.47,83.3,83.3,83.3,83.3,83.3,83.3,83.3,83.3,83.3,83.3
Philippines,89.6,83.3,83.3,83.3,83.3,83.3,83.3,91.7,91.7,91.7,91.7,91.7
Slovakia,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8
"Iran, Islamic Republic of",2.9,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Tanzania, United Republic of",61.25,67.3,74.2,74.2,74.2,74.2,70.0,70.0,70.0,70.0,57.5,48.3
Cyprus,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7
Nigeria,30.4,31.48,47.5,56.7,56.7,56.7,60.8,60.8,60.8,60.8,51.7,51.7
Uganda,43.3,45.6,54.6,56.7,56.7,56.7,56.7,52.5,52.5,52.5,43.3,43.3
Bhutan,13.72,55.0,62.5,66.7,75.0,83.3,83.3,83.3,83.3,87.5,87.5,87.5
Czechia,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8
Nicaragua,84.8,87.32,70.0,65.8,61.7,61.7,61.7,45.0,34.2,26.7,12.5,4.2
Panama,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8
Slovenia,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8
El Salvador,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7
"Palestine, State of",81.45,78.3,69.15,51.7,51.7,47.5,47.5,43.3,38.3,38.3,33.3,33.3
Afghanistan,59.2,45.03,25.0,25.0,25.0,25.0,25.0,25.0,25.0,29.2,34.2,34.2
Burundi,44.2,41.7,34.2,30.0,30.0,25.8,5.0,-3.3,0.0,0.0,0.0,0.0
Cabo Verde,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7
Argentina,87.5,87.5,87.5,87.5,87.5,87.5,91.7,91.7,91.7,91.7,91.7,91.7
