Country,1960-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2020
Belize,18.68,18.22,17.99,6.66,12.03,13.51
Paraguay,27.79,25.02,36.03,49.17,64.38,52.8
Eritrea,,,,5.11,7.84,0.59
Cambodia,13.13,,33.49,40.65,3.95,11.44
"Bolivia, Plurinational State of",6.02,26.76,49.78,35.58,53.14,52.54
Tunisia,8.22,7.24,7.68,7.93,9.22,9.79
Timor-Leste,,,,,3.29,25.28
Dominica,,18.6,23.58,27.89,28.56,26.45
Russian Federation,,,,17.4,17.42,18.98
Egypt,4.83,5.38,2.7,7.46,12.73,14.54
Yemen,,,0.49,3.22,1.16,17.09
Togo,3.82,7.85,12.81,21.64,60.3,67.38
"Tanzania, United Republic of",7.56,13.87,4.2,14.59,25.95,37.83
Kazakhstan,,,,42.36,19.91,19.18
"Korea, Democratic People's Republic of",,,34.64,16.51,39.19,64.67
Guatemala,20.07,28.79,29.72,32.61,37.64,38.11
Lebanon,32.71,28.02,16.49,18.9,26.11,21.48
Colombia,3.82,8.53,5.96,13.65,17.37,17.68
Ghana,1.66,1.33,3.94,9.6,34.32,25.11
Algeria,1.47,1.16,0.9,1.79,2.55,4.88
Cameroon,4.17,9.51,10.71,7.51,13.66,13.38
