Country,1999-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2018,2019-2019,2020-2020,2021-2021,2022-2022
Mauritius,16.61,,2.91,5.22,5.49,5.32,5.76,4.37,,
Jordan,8.93,20.21,18.6,21.74,30.7,30.36,29.52,29.36,27.71,26.76
Colombia,1.69,1.63,1.74,3.11,4.09,3.46,2.88,1.96,1.68,3.69
Georgia,,,,,,,,,,
Bangladesh,25.98,14.7,,,,,,,2.63,10.74
United Kingdom,1.41,1.69,3.23,1.29,0.91,2.29,3.19,2.9,1.68,3.01
Samoa,7.33,4.5,0.26,5.69,1.78,,,,,
Saint Lucia,17.51,6.57,8.84,12.19,9.42,11.76,12.29,12.65,5.76,8.41
Israel,2.06,2.0,2.02,2.44,2.56,3.18,3.26,3.46,3.34,
"Bolivia, Plurinational State of",7.56,5.36,3.85,8.86,13.22,13.91,14.02,12.26,11.95,10.94
Cambodia,88.44,14.57,21.03,14.54,,,,11.09,12.93,
France,0.68,0.97,1.57,2.14,1.34,0.96,0.63,0.07,,0.07
Central African Republic,70.71,69.34,69.71,,65.11,,,,,
Sri Lanka,,8.88,8.63,4.79,4.96,4.0,,,2.77,
Senegal,,,42.89,38.55,,,,,,57.86
Guinea,81.24,60.64,59.81,60.03,60.72,58.99,58.56,59.14,58.9,
Solomon Islands,,,,,,,,,,
Kuwait,16.72,1.61,6.12,8.01,,,,,,
Namibia,5.9,,4.47,2.45,1.76,,,,,
Bhutan,35.93,13.06,7.9,8.05,9.42,9.68,,,8.99,8.07
Ecuador,23.09,13.92,4.2,,2.3,3.04,2.63,0.85,0.06,
Albania,,,,,2.84,,,5.3,6.1,7.05
Sweden,2.19,3.15,1.5,1.09,,,0.81,0.6,0.51,0.52
