Country,1999-2000,2001-2002,2003-2004,2005-2006,2007-2008,2009-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2020,2021-2022
Bulgaria,1.65,0.97,0.39,0.14,0.07,0.95,1.99,2.88,3.94,6.55,10.56,13.32
Kenya,36.25,28.26,15.3,14.68,6.77,7.09,16.62,,,,,
Gabon,,,,,,,,,,,28.47,
Nicaragua,18.46,10.64,5.06,6.03,7.58,8.08,,,,,,
"Palestine, State of",8.66,7.52,7.38,11.39,12.6,10.52,8.93,7.19,5.9,4.25,5.52,8.5
Italy,0.17,0.21,0.24,0.38,0.41,0.26,0.32,1.06,1.58,1.61,1.54,1.6
Dominica,2.51,0.37,0.22,1.07,8.52,3.48,0.69,1.35,3.31,,12.42,12.06
Fiji,7.99,5.4,6.88,8.38,10.93,11.88,10.98,10.31,4.76,1.98,2.01,2.72
Serbia,,,,0.11,0.91,5.49,3.3,1.56,0.22,0.95,2.19,7.57
Lithuania,0.94,0.28,0.11,,,,,0.1,0.09,0.2,0.11,0.27
Sierra Leone,,,,,,,6.5,1.55,1.55,,,
Comoros,39.01,,,,26.26,,,8.63,,11.0,,
Rwanda,32.6,18.76,13.18,,,,,,5.42,6.65,8.32,8.78
Slovenia,2.2,2.58,2.67,1.76,2.41,2.1,2.09,1.96,1.96,1.79,1.14,1.35
"Iran, Islamic Republic of",12.83,2.7,2.27,1.78,0.46,0.36,0.34,0.51,1.07,0.87,1.49,
Equatorial Guinea,47.04,44.58,47.7,,60.27,59.7,56.81,,61.81,,,
Suriname,,,,15.19,16.51,13.83,17.09,17.63,15.52,18.18,15.22,19.49
Cambodia,7.61,,,1.43,2.38,5.13,1.3,6.49,5.73,6.36,5.57,10.5
Morocco,21.1,15.43,12.49,11.98,11.35,10.64,7.31,6.41,6.46,4.21,1.11,0.43
Cuba,0.31,0.13,0.49,1.07,1.09,1.39,2.32,1.49,2.75,2.93,2.36,3.28
Liberia,53.89,,,,59.18,,59.67,11.31,20.14,26.15,31.14,
Germany,0.05,1.38,2.06,1.82,1.57,1.34,0.74,1.07,1.3,0.98,1.07,1.46
