Country,1990-1993,1994-1997,1998-2001,2002-2005,2006-2008,2009-2011
Algeria,60.0,60.0,165.0,375.0,600.0,600.0
Barbados,60.0,60.0,60.0,60.0,60.0,60.0
Slovenia,60.0,60.0,60.0,60.0,60.0,60.0
Netherlands,250.0,412.5,300.0,150.0,150.0,150.0
Guinea-Bissau,75.0,255.0,525.0,875.0,1266.67,1200.0
Panama,475.0,1350.0,2025.0,2125.0,1800.0,1333.33
Eswatini,537.5,2125.0,5225.0,8850.0,9200.0,7566.67
Serbia,350.0,350.0,350.0,300.0,120.0,120.0
Cambodia,937.5,3650.0,6575.0,7150.0,3366.67,1566.67
Malawi,20250.0,38250.0,56750.0,72250.0,68333.33,49333.33
Gabon,210.0,625.0,1650.0,2400.0,2433.33,2400.0
South Sudan,,,,,,11000.0
Argentina,3300.0,3400.0,2875.0,3000.0,3133.33,2900.0
Côte d'Ivoire,7600.0,25250.0,45500.0,52000.0,44333.33,36000.0
Belgium,60.0,105.0,60.0,60.0,60.0,60.0
