Country,2001-2004,2005-2008,2009-2011,2012-2014,2015-2017,2018-2020,2021-2023
Zambia,28.66,33.45,28.41,28.77,28.52,18.77,35.07
Iraq,117.63,142.81,153.94,98.34,81.91,71.77,68.38
Bhutan,60.47,68.52,61.21,33.29,28.17,25.55,32.14
Belarus,10.42,9.96,18.51,19.54,18.23,12.71,12.61
Congo,31.51,74.23,59.94,54.2,20.52,19.51,24.89
Kenya,10.66,10.43,9.77,10.28,7.63,8.63,6.7
Brunei Darussalam,5.06,5.44,6.85,10.9,12.24,11.59,13.99
New Zealand,,,,2.55,2.62,3.09,8.74
Mongolia,31.71,16.56,37.17,33.02,31.85,52.94,55.41
Tonga,19.01,15.89,32.75,58.26,52.41,49.99,90.48
Central African Republic,2.91,10.23,20.04,12.06,17.96,24.84,13.4
Chad,19.93,32.35,29.45,29.73,14.8,16.83,15.45
Montenegro,,,,14.71,23.55,21.86,28.76
Senegal,15.16,11.7,16.19,13.04,11.09,8.62,12.58
Tunisia,3.7,7.16,7.37,6.12,3.95,7.87,7.23
"Moldova, Republic of",20.62,26.15,26.44,20.82,29.87,39.61,45.68
Serbia,24.79,52.35,32.52,25.69,21.7,23.33,30.08
Ukraine,11.41,8.63,5.68,6.09,11.39,17.97,41.08
Vanuatu,7.61,10.7,11.6,16.22,27.14,46.25,52.96
Sao Tome and Principe,60.07,27.82,22.06,27.22,40.89,45.4,67.08
Malaysia,17.23,27.77,22.12,16.3,10.28,8.37,8.04
South Africa,5.21,3.26,3.81,3.51,3.37,3.3,3.83
Tajikistan,16.91,17.0,28.73,22.56,32.73,40.63,47.48
Egypt,27.26,37.2,28.08,23.18,42.84,44.23,41.6
Canada,0.35,0.27,,,,,
Panama,1.33,1.5,1.67,1.71,1.85,2.28,2.71
Nigeria,20.92,17.36,10.58,28.56,33.66,58.98,63.89
Gambia,23.16,26.57,21.36,23.08,44.32,38.84,33.51
