Country,1950-1971,1972-1993,1994-2015,2016-2037,2038-2058,2059-2079,2080-2100
New Zealand,210106.41,324008.91,509705.68,975582.68,1428022.67,1778506.86,1965386.67
Greece,723990.32,1265215.09,1977611.5,2516106.32,3062918.33,2809296.33,2556407.1
Macao,8881.77,19149.23,36092.91,120846.68,241001.76,318195.81,324651.05
Peru,396756.36,716735.5,1646582.5,3422398.95,6647940.67,10094094.71,12242066.86
Czechia,936570.59,1295375.41,1519278.73,2209305.64,2693723.24,2618867.0,2868863.0
Austria,883365.41,1124812.45,1351544.64,2012457.86,2674371.0,2774517.95,2690893.43
Burkina Faso,130033.95,261628.91,391836.45,697201.45,1636809.57,3524376.33,6610544.76
Sierra Leone,88931.86,143304.41,185890.36,327109.68,708005.48,1450712.81,2311674.0
Bermuda,2464.45,4496.41,7507.95,15198.91,19763.52,16257.71,15032.86
Northern Mariana Islands,242.55,575.64,1452.41,7932.82,11879.19,11083.1,13263.29
Lesotho,35510.73,58427.55,86481.45,105780.41,163932.38,274160.0,365704.62
Senegal,98139.77,182276.23,358366.82,665784.73,1753005.38,4085422.81,8071478.29
Comoros,7200.36,14796.91,23972.95,42950.27,86206.33,158130.76,240786.19
Pakistan,1823893.5,3115859.32,6220555.55,12108587.18,22916726.14,45672372.76,72322311.9
Burundi,91686.41,142406.5,182587.91,377087.77,1002668.76,2171018.52,4286963.95
Solomon Islands,4588.64,8422.55,16196.0,31466.32,74126.05,139521.43,249977.76
Bosnia and Herzegovina,134510.55,275369.59,498581.27,646077.5,777262.81,776860.76,688452.29
