Country,1977-1984,1985-1992,1993-2000,2001-2008,2009-2015,2016-2022
Tonga,43.56,30.17,36.2,16.92,26.37,41.1
Dominica,25.82,16.6,11.08,8.26,6.79,12.52
Lao People's Democratic Republic,15.03,35.99,36.13,32.23,11.87,6.8
Guinea-Bissau,74.01,95.85,130.77,60.36,34.01,29.08
Türkiye,5.27,2.44,0.45,0.34,0.98,0.6
Sao Tome and Principe,23.56,116.21,82.7,56.68,32.26,30.44
Burkina Faso,,,,46.19,29.15,21.38
Antigua and Barbuda,5.09,1.55,1.13,0.81,0.71,1.43
Mauritania,39.15,33.95,42.73,,8.59,10.9
Saint Vincent and the Grenadines,10.19,9.68,9.01,4.13,3.24,11.21
Oman,8.64,1.22,2.27,0.52,0.01,
Madagascar,21.64,42.36,38.38,33.27,11.92,18.1
Palau,,,,19.71,14.12,20.22
Ukraine,,,,0.74,1.24,6.45
Pakistan,13.08,9.24,5.02,6.42,5.54,3.4
Dominican Republic,3.58,4.59,1.32,1.09,0.95,0.81
"Palestine, State of",,,18.24,39.53,38.14,24.01
Nepal,33.4,43.97,20.63,16.88,11.99,10.43
Angola,,5.95,7.23,3.21,0.5,0.52
Vanuatu,28.26,29.79,21.0,17.42,25.01,25.51
Sudan,50.13,76.05,21.96,14.19,11.31,14.66
kos,,,,,16.29,8.64
Chad,50.2,52.31,49.02,,,
Peru,4.25,6.56,4.08,2.67,0.57,0.61
Jordan,29.82,16.21,8.19,7.09,6.16,11.83
Gabon,2.9,4.66,3.59,1.22,1.34,
