Country,2000-2002,2003-2005,2006-2008,2009-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2020,2021-2022
Bermuda,1.5,1.5,1.58,1.38,1.14,1.74,1.71,1.88,1.51,1.52
Sint Maarten (Dutch part),,,,,6.95,7.01,7.17,7.36,7.44,7.41
Seychelles,3.29,3.76,3.36,3.56,2.96,2.84,2.88,2.76,2.72,2.77
Sierra Leone,11.88,8.55,7.44,6.71,6.15,5.03,6.12,5.64,5.34,5.39
Croatia,4.28,4.11,3.69,3.72,3.56,3.36,3.3,3.17,3.08,2.83
Singapore,3.76,4.11,2.83,2.84,2.25,2.61,2.74,2.62,2.66,2.51
Nauru,,19.46,13.61,10.26,8.21,7.58,8.01,8.14,6.84,6.86
Djibouti,3.77,3.73,3.54,3.46,2.74,2.64,2.52,2.26,2.2,2.05
Guinea-Bissau,10.43,10.51,9.96,9.49,8.87,8.89,8.47,7.96,7.54,7.04
Côte d'Ivoire,4.15,5.27,5.87,4.89,5.42,4.88,3.85,3.46,3.25,3.3
Armenia,6.1,4.67,4.21,4.04,4.12,4.02,4.03,3.68,3.76,3.91
Aruba,15.17,15.03,14.54,15.78,10.96,3.2,3.14,3.05,3.37,3.01
Bangladesh,2.52,2.47,2.37,2.33,2.23,2.19,2.18,2.04,1.92,1.93
Comoros,2.72,2.85,2.7,2.72,2.62,2.81,3.0,3.3,3.53,4.28
Qatar,9.44,9.62,7.78,6.42,6.44,7.12,6.38,7.02,6.94,7.2
Gambia,3.15,3.01,3.17,3.0,3.18,3.18,3.46,3.26,3.22,3.14
Maldives,2.16,1.96,2.06,2.27,2.3,2.35,2.41,2.49,3.12,2.83
Togo,10.52,10.74,11.19,12.66,11.34,10.0,9.25,8.39,8.53,8.6
Brunei Darussalam,3.98,3.86,5.24,5.06,5.88,5.19,4.62,5.88,6.33,6.33
