Country,1991-1993,1994-1996,1997-1999,2000-2002,2003-2005,2006-2008,2009-2011,2012-2014,2015-2016,2017-2018,2019-2020,2021-2022
Russian Federation,44.75,46.64,48.09,48.36,49.71,51.0,52.88,53.44,54.34,54.98,54.99,54.87
Cambodia,18.86,18.7,21.76,21.53,24.86,27.75,28.18,31.07,36.08,36.79,36.89,36.14
Luxembourg,58.89,61.38,65.04,67.3,70.28,73.58,78.55,80.07,80.07,80.56,82.91,84.41
Kazakhstan,38.0,38.75,39.59,40.74,41.03,42.25,45.57,48.04,52.51,54.24,55.13,54.8
Croatia,43.47,45.24,47.38,47.23,45.85,47.57,48.42,51.1,52.89,54.63,54.1,52.78
Malta,60.25,60.41,60.85,61.56,62.19,64.36,66.7,70.47,70.87,72.69,72.88,74.03
Saudi Arabia,62.76,63.41,64.03,65.2,65.4,65.66,66.22,66.19,65.84,66.74,69.83,75.54
Equatorial Guinea,24.05,24.36,25.12,24.24,24.55,25.33,25.9,26.56,27.6,27.83,28.24,28.1
Haiti,21.36,21.48,21.92,22.61,23.09,23.21,23.45,23.8,24.49,24.93,24.96,24.9
Burundi,9.09,8.84,8.9,9.72,10.52,11.93,13.51,15.32,15.63,15.78,16.37,16.32
Nicaragua,35.24,35.36,36.06,37.45,40.68,39.32,40.86,38.56,36.0,37.16,38.46,38.27
Denmark,56.07,57.7,58.4,60.52,61.89,62.61,66.33,67.13,68.41,68.83,69.41,68.65
Finland,49.19,50.61,51.03,52.63,54.37,55.01,57.63,58.73,59.93,60.03,61.23,61.73
India,25.44,26.01,26.8,28.36,30.92,31.12,30.21,31.77,33.57,34.98,35.01,33.58
Sao Tome and Principe,36.97,37.22,37.69,38.9,40.92,46.49,48.18,49.79,51.31,52.21,52.88,52.72
Brazil,48.14,49.69,51.4,52.62,52.08,52.91,54.37,55.36,57.12,59.23,60.04,59.74
Colombia,48.73,49.6,52.18,50.37,49.61,50.68,50.86,52.6,53.55,53.3,53.04,53.8
"Congo, The Democratic Republic of the",24.11,23.03,22.44,21.57,22.68,25.08,29.11,34.18,36.31,37.06,37.81,37.82
"Virgin Islands, U.S.",64.65,64.88,65.16,65.51,66.21,66.52,68.76,72.39,73.72,74.44,74.79,74.73
Honduras,27.3,25.97,29.68,27.75,30.32,31.57,31.91,34.58,38.53,35.61,38.16,40.18
