Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2015,2016-2017,2018-2019
Bosnia and Herzegovina,341.92,361.59,369.34,412.88,510.59,578.49,596.19,612.5,649.83,650.36,656.62
Chad,167.4,180.3,197.76,214.77,234.69,253.78,279.83,312.08,340.13,366.33,395.96
Greenland,5.29,6.11,6.63,6.64,6.34,6.06,5.96,5.84,5.91,6.07,6.25
"Bolivia, Plurinational State of",317.19,367.76,415.13,459.77,518.98,579.92,639.53,703.35,743.72,816.56,873.72
Dominica,10.82,10.92,11.24,11.74,12.17,12.22,12.67,13.24,13.5,13.64,13.84
Saint Kitts and Nevis,7.4,7.11,7.35,7.22,7.24,7.5,8.05,8.78,9.27,9.57,10.09
Samoa,9.74,10.58,11.43,12.3,13.2,14.21,15.31,16.26,16.93,17.76,18.54
scg,,,,,1729.0,,,,,,
Bhutan,17.25,18.75,20.01,20.46,20.83,22.24,24.24,26.94,29.3,31.29,33.43
Angola,320.93,370.65,408.24,484.27,566.46,646.14,752.1,886.29,990.6,1123.88,1273.64
Brunei Darussalam,12.8,13.32,14.04,15.8,18.92,22.53,26.52,31.96,36.91,40.1,42.39
South Sudan,141.02,143.1,143.31,145.13,151.35,167.1,184.47,205.76,222.54,234.64,256.59
Russian Federation,17058.18,22039.37,20707.51,22835.34,24612.35,24553.33,24180.61,23442.98,24053.29,23479.7,23347.39
Israel,850.62,996.01,1113.86,1156.79,1155.23,1164.26,1161.02,1189.08,1213.42,1256.39,1325.0
Burkina Faso,417.89,441.25,479.96,514.42,532.54,591.07,638.21,736.39,852.48,965.78,1064.41
Uruguay,822.3,833.8,849.12,858.68,883.56,896.09,873.46,890.16,892.88,911.19,922.31
Marshall Islands,2.34,2.85,3.4,3.92,4.52,5.07,5.55,6.05,6.48,6.9,7.32
North Macedonia,240.96,258.49,293.43,311.86,333.26,366.89,387.19,394.6,406.22,417.45,422.0
