Country,1961-1967,1968-1974,1975-1981,1982-1988,1989-1995,1996-2002,2003-2009,2010-2015,2016-2021
Cyprus,43.55,41.27,18.99,18.5,16.79,15.39,15.84,12.49,13.34
Guinea-Bissau,17.46,17.85,18.23,19.56,21.07,23.28,25.38,27.34,28.84
Kazakhstan,,,,,81.68,79.63,78.47,80.33,79.65
"Bolivia, Plurinational State of",27.63,28.45,30.58,32.1,33.19,34.18,34.18,34.75,34.99
Kuwait,7.58,7.58,7.58,7.72,7.94,8.2,8.45,8.53,8.43
Russian Federation,,,,,13.34,13.25,13.17,13.16,13.16
Ghana,51.42,51.42,52.11,54.1,56.13,57.54,53.62,54.43,54.46
Chad,38.02,38.02,38.21,38.26,38.41,38.62,38.85,39.54,39.98
Portugal,42.55,42.99,43.39,43.65,43.09,41.51,41.14,39.98,41.66
Peru,13.65,14.21,14.77,15.1,17.25,18.03,18.87,19.45,19.36
Türkiye,48.24,49.87,49.75,49.53,51.81,52.25,52.18,50.07,49.3
Kyrgyzstan,,,,,53.54,55.85,55.98,55.16,54.36
Grenada,64.71,62.18,54.62,42.86,35.71,34.87,29.41,25.49,23.53
Guam,30.95,31.48,32.8,37.04,37.04,37.04,35.98,33.02,30.25
Myanmar,16.2,16.31,15.87,15.95,15.95,16.36,17.85,19.29,19.87
Sierra Leone,36.41,36.98,37.53,38.67,39.03,40.13,52.09,54.57,54.71
Iceland,21.15,20.16,19.17,18.95,18.96,18.86,18.75,18.68,18.6
Syrian Arab Republic,78.79,75.35,76.57,75.86,74.1,74.86,75.57,75.79,75.78
