Country,1977-1980,1981-1984,1985-1988,1989-1992,1993-1996,1997-2000,2001-2004,2005-2008,2009-2012,2013-2016,2017-2019,2020-2022
Serbia,,,,,,,,29.48,35.65,34.37,22.98,16.52
Costa Rica,32.61,36.66,32.1,20.49,16.29,10.33,10.75,9.28,11.31,17.92,14.65,11.27
Malawi,19.11,32.85,40.46,27.49,21.43,14.21,8.63,7.08,2.01,4.79,6.71,8.93
Zambia,26.22,30.31,25.47,24.97,,19.53,25.73,4.63,2.56,6.33,19.1,17.07
Lebanon,,,,,,,32.42,23.34,51.7,63.52,78.86,74.77
Turkmenistan,,,,,10.2,22.11,,,,,,
Indonesia,,18.22,36.0,34.83,33.06,29.01,25.24,20.05,17.53,30.49,31.35,29.14
Senegal,18.06,15.38,29.46,22.14,16.6,18.19,13.89,6.53,7.33,12.97,16.47,25.08
Viet Nam,,,,,4.12,8.49,4.76,2.23,3.06,3.86,6.55,6.24
Benin,4.35,12.93,12.13,7.35,6.63,11.03,7.47,3.7,2.9,2.85,7.59,11.61
El Salvador,10.21,18.43,26.54,22.98,19.84,15.35,22.33,25.2,22.73,18.83,54.97,60.7
Lesotho,0.77,3.04,5.01,4.65,5.6,8.18,6.26,4.23,2.31,3.52,4.0,14.74
Grenada,4.08,8.86,8.78,4.94,6.89,5.82,14.03,8.44,11.22,7.39,8.94,10.02
Syrian Arab Republic,,,,,,,,3.43,3.53,,,
Saint Vincent and the Grenadines,0.73,2.66,3.4,3.69,6.76,7.51,7.81,13.09,18.1,12.3,11.88,17.46
