Country,2000-2003,2004-2007,2008-2010,2011-2013,2014-2016,2017-2019,2020-2022
China,0.17,0.17,0.17,0.17,0.17,0.17,0.16
Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guatemala,3.43,2.88,2.4,1.98,1.57,1.16,0.74
"Congo, The Democratic Republic of the",2.68,2.94,3.18,3.37,3.57,3.77,3.9
Argentina,1.62,1.47,1.25,1.07,0.89,0.7,0.19
New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Suriname,0.1,0.12,0.13,0.15,0.16,0.17,0.18
"Tanzania, United Republic of",2.6,2.18,1.81,1.5,1.18,0.87,0.56
Sudan,19.66,18.35,15.29,12.66,10.04,7.41,5.66
Kazakhstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marshall Islands,2.86,2.96,3.42,3.84,4.26,4.69,5.11
Indonesia,12.85,10.77,8.95,7.39,5.82,4.26,2.7
Peru,6.82,5.7,4.71,3.87,3.02,2.17,1.33
Papua New Guinea,3.83,3.85,3.9,3.94,3.98,4.03,4.05
Maldives,0.02,0.02,0.02,0.02,0.01,0.0,0.0
Zambia,3.36,2.8,2.32,1.9,1.48,1.06,0.78
Ghana,7.99,8.08,8.16,8.22,8.29,8.35,8.42
Turkmenistan,0.23,0.17,0.13,0.09,0.05,0.01,0.0
Cabo Verde,31.31,25.75,20.88,16.71,12.53,8.36,4.65
Israel,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fiji,0.08,0.07,0.07,0.06,0.06,0.05,0.0
Cuba,0.77,0.63,0.5,0.4,0.3,0.19,0.1
United States,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Senegal,3.41,2.96,2.56,2.22,1.87,1.53,1.19
United Arab Emirates,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sierra Leone,6.62,6.15,5.74,5.39,5.04,4.68,4.33
