Country,2004-2006,2007-2009,2010-2012,2013-2015,2016-2017,2018-2019
Namibia,,8.9,,9.8,,
Côte d'Ivoire,,14.3,,14.6,,15.4
Belarus,17.8,17.57,17.73,17.83,17.9,17.85
Jamaica,13.2,,,,,
Burkina Faso,,14.7,,15.0,,13.6
Nepal,,,16.2,,,
Montenegro,,,15.9,16.37,16.75,17.1
Mali,14.9,16.2,,,,15.4
Sweden,18.03,17.73,17.83,17.67,17.55,17.6
Armenia,15.73,16.97,16.97,16.83,16.45,16.45
Russian Federation,14.7,14.4,14.67,14.77,15.4,15.2
kos,16.8,16.8,17.0,17.7,17.3,
Bosnia and Herzegovina,16.3,16.6,16.7,,,
Chile,13.0,13.0,13.2,13.4,13.6,
Gabon,14.4,,,,15.7,
South Sudan,,14.2,,,,
Gambia,,,14.1,15.7,,
Cabo Verde,,13.0,,14.3,,
Bhutan,,15.3,15.0,,15.5,
Finland,17.27,17.33,17.37,17.53,17.45,17.45
