Country,1976-1981,1982-1987,1988-1993,1994-1999,2000-2005,2006-2011,2012-2017,2018-2022
Guinea,15000.0,22500.0,248333.33,686666.67,925000.01,1573333.37,1525000.04,10000.0
Bangladesh,70000.0,106666.67,1651666.66,641666.67,1506666.66,618333.33,806666.67,7204000.14
Bahamas,,,10000.0,,,,,
Czechia,,,6629999.88,7485000.05,4158000.04,,,
Suriname,,,,,,20000.0,82500.0,
Saudi Arabia,306000.0,188333.33,223333.33,93333.33,48333.33,45000.0,,
Uruguay,14000.0,16666.67,58333.33,41666.67,18333.33,30000.0,25000.0,
"Bolivia, Plurinational State of",685000.0,133333.33,910000.01,3060000.02,11225000.28,270000.0,201666.67,308000.0
Lebanon,4828333.22,281666.66,-2870000.02,-861666.69,161666.67,853333.33,1810000.03,4015999.96
Palau,,,,,10000.0,,,
Libya,12000.0,20000.0,83333.33,163333.33,140000.0,508333.32,601666.67,3435999.94
Qatar,,,,,10000.0,,,
Guyana,125000.0,,20000.0,,,20000.0,,
Lesotho,165000.0,-8000.0,20000.0,20000.0,100000.0,140000.0,100000.0,170000.0
Azerbaijan,,,180000.01,35000.0,435000.0,780000.02,791666.68,2318000.01
Syrian Arab Republic,296666.67,289999.99,1251666.65,746666.66,564999.99,365000.0,4461666.74,13197999.95
