Country,1982-1999,2000-2002,2003-2005,2006-2008,2009-2011,2012-2014,2015-2016,2017-2018,2019-2020
Morocco,79.41,81.72,78.42,83.64,92.85,93.21,96.65,96.05,95.58
Dominica,85.45,85.1,88.33,90.45,91.12,89.07,78.0,,
Central African Republic,55.49,,,53.59,55.97,,,,
Cabo Verde,26.9,89.47,90.35,89.08,90.26,92.75,92.69,,94.51
Hungary,,,,,,0.0,,,
Colombia,58.74,65.17,80.85,84.97,85.54,81.24,90.83,93.72,96.42
Belize,76.09,84.53,91.04,91.87,91.53,96.37,94.77,96.33,94.91
Japan,99.86,,,,,,,,
Saint Vincent and the Grenadines,,,,,82.94,93.18,93.17,96.66,
Kuwait,,,,,95.03,95.7,94.17,90.65,89.85
United Kingdom,,,,,,,98.71,99.83,99.61
Hong Kong,99.46,99.56,99.56,99.67,99.63,99.55,99.35,98.76,94.98
Mongolia,,,,,,,97.6,98.18,
Saudi Arabia,,,,93.88,98.96,64.52,,88.65,
Jamaica,90.58,88.0,,87.62,88.1,91.46,94.11,95.68,72.11
Slovenia,,,,99.57,99.11,99.23,99.38,99.6,99.61
Lesotho,63.95,72.33,70.37,71.53,77.42,75.32,83.7,,
Romania,,,,,,,,94.39,95.45
Trinidad and Tobago,,94.84,93.42,95.42,92.07,,,,
Gabon,58.22,72.3,,,,,,,
Maldives,,,89.79,94.81,90.63,93.91,93.0,95.66,
French Polynesia,78.03,,,,,,,,
Finland,99.49,99.58,99.57,99.7,99.7,99.67,99.81,99.71,99.75
