Country,1963-1968,1969-1974,1975-1980,1981-1986,1987-1992,1993-1998,1999-2003,2004-2008,2009-2013,2014-2018,2019-2023
Eswatini,,4.44,1.26,1.77,1.37,1.17,1.02,1.48,1.51,2.17,2.68
Viet Nam,,,,,,3.08,4.05,4.02,8.34,7.78,5.51
Cameroon,3.39,4.11,13.42,19.78,43.21,107.53,24.23,2.06,1.57,2.35,
Mauritania,1.46,3.22,1.54,2.18,3.83,,,5.17,2.86,2.24,2.18
Jordan,1.46,1.42,1.81,4.58,8.18,3.26,2.87,2.9,3.14,2.66,
Uzbekistan,,,,,,,,,0.62,0.57,0.42
Chad,4.04,8.6,10.68,6.28,2.76,1.8,1.54,1.3,1.59,79.08,8.25
Russian Federation,,,,,,,1.85,1.36,1.84,2.29,1.77
Serbia,,,,,,,,1.15,1.28,1.79,1.81
Guinea,,,,,2.4,3.1,1.83,13.3,3.0,2.48,2.41
"Micronesia, Federated States of",,,,,,1.24,1.05,2.02,1.83,1.36,0.64
Bahamas,,6.15,4.7,4.3,6.99,10.09,9.35,9.54,6.84,6.74,3.89
Australia,8.08,7.6,11.43,8.61,8.87,14.67,12.98,19.37,28.3,28.84,37.08
United States,32.15,38.39,22.07,22.95,25.88,31.87,51.14,45.28,28.43,39.93,37.46
Georgia,,,,,,1.4,2.22,1.97,1.63,2.39,2.67
Vanuatu,,,,11.25,4.77,5.74,6.43,4.94,3.53,2.35,1.48
Algeria,4.47,5.12,4.33,8.9,11.51,3.54,1.81,0.87,0.69,1.16,2.28
Lebanon,,,,2.39,1.28,2.05,3.52,2.81,2.1,2.45,
Costa Rica,7.03,8.31,8.25,4.74,3.19,2.79,3.58,4.26,3.96,3.79,4.0
Mexico,10.31,12.29,15.88,13.31,4.47,7.28,4.18,3.16,2.48,2.43,2.89
Tonga,,,,,1.27,1.86,2.7,2.31,1.37,1.34,1.03
Ethiopia,2.5,3.02,3.06,7.56,27.2,3.9,5.35,6.48,,,
