Country,1996-1998,1999-2001,2002-2003,2004-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019,2020-2021
Bahrain,,9.75,5.0,4.92,4.8,4.54,4.36,4.44,4.08,4.16,3.96,4.04
Latvia,4.73,3.57,3.84,3.54,3.42,3.38,3.4,3.38,3.42,3.43,3.4,3.06
Iceland,2.8,2.94,2.97,2.69,2.42,2.64,2.62,2.48,2.41,0.86,0.0,0.0
Macao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malawi,19.07,12.38,11.09,,10.21,8.77,8.31,6.99,7.31,7.68,7.36,8.22
Netherlands,4.73,3.57,3.84,3.54,3.42,3.38,3.4,3.38,3.42,3.43,3.4,3.06
Portugal,4.73,3.57,3.84,3.54,3.42,3.38,3.4,3.38,3.42,3.43,3.4,3.06
Dominican Republic,10.5,11.7,9.14,9.2,8.43,8.91,7.52,7.41,7.9,8.13,8.36,8.02
Yemen,,12.36,,,5.36,5.09,5.05,5.49,7.0,7.08,,
Niger,,13.25,12.48,11.76,10.69,9.99,10.79,10.66,9.4,9.3,10.46,9.35
Senegal,,10.43,10.71,10.48,10.61,10.58,10.39,9.81,9.74,10.74,10.46,9.65
Bhutan,16.75,,15.36,15.79,16.05,,,,17.37,,19.84,14.95
Brazil,17.31,14.34,11.84,11.1,11.0,11.58,12.74,12.79,12.52,11.84,12.17,10.9
Ethiopia,,15.2,15.7,,13.99,12.26,12.79,12.5,13.16,,13.16,12.88
Palau,,,,3.33,3.33,,4.12,4.07,3.98,4.19,4.34,4.2
