Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019
Pakistan,24.7,26.51,28.4,30.48,30.47,30.65,30.35,29.48,28.7,28.02
Benin,17.27,16.86,16.76,17.15,18.09,18.34,18.82,19.11,18.7,18.39
Kenya,8.72,9.13,9.57,10.12,10.71,11.0,11.05,10.9,10.55,10.49
Uganda,10.91,11.5,11.76,11.75,11.62,11.61,11.59,11.84,11.78,11.61
Greenland,115.49,117.54,116.81,116.0,112.22,109.4,106.23,101.09,94.78,91.95
Namibia,11.42,11.59,11.9,12.37,12.91,12.94,12.97,13.13,13.58,13.7
Ghana,12.09,12.06,12.16,12.66,13.17,13.57,14.01,14.66,14.89,15.0
Mozambique,9.81,10.03,10.45,11.33,12.25,13.41,14.38,15.12,15.15,14.92
Slovenia,69.34,71.03,70.9,68.3,67.17,61.72,57.39,52.6,48.33,47.43
Central African Republic,28.92,28.99,29.26,29.06,28.7,27.88,27.34,27.01,25.78,24.85
Congo,34.07,33.51,32.77,30.21,27.59,25.8,25.1,25.12,25.12,24.92
Equatorial Guinea,26.51,25.83,25.69,25.35,24.95,25.37,25.51,26.43,26.53,26.81
Northern Mariana Islands,85.94,84.29,84.55,83.76,78.48,75.24,73.46,73.18,72.52,72.17
Serbia,67.23,70.0,71.96,69.67,73.59,78.05,78.52,76.32,75.16,72.07
Luxembourg,84.65,80.89,76.12,70.27,66.67,63.09,56.75,52.37,46.73,43.35
Côte d'Ivoire,19.69,20.51,20.74,21.2,21.99,21.77,21.49,21.73,21.55,21.05
Tonga,49.23,49.36,51.29,56.69,56.0,51.04,51.35,51.5,50.92,50.34
Viet Nam,43.03,43.64,43.84,44.41,44.29,44.05,44.16,44.7,45.33,45.67
"Bolivia, Plurinational State of",20.55,19.74,19.47,19.26,18.46,17.83,17.87,18.23,18.43,18.81
