Country,1996-1998,1999-2000,2001-2002,2003-2004,2005-2006,2007-2008,2009-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2020
El Salvador,3.47,3.87,11.08,12.41,17.0,17.54,17.66,18.69,17.14,26.9,33.56,20.43
Lao People's Democratic Republic,5.55,7.37,9.65,27.84,32.78,31.45,41.23,56.16,64.24,80.15,82.85,89.33
Bhutan,2.74,1.02,3.62,6.51,11.68,7.61,15.17,16.66,27.78,33.07,49.19,66.64
Myanmar,9.85,13.9,11.46,14.26,40.08,48.0,69.39,67.14,40.72,77.88,182.09,350.02
Slovenia,1192.86,1571.27,1743.17,2011.14,2347.45,2868.0,3173.35,3579.45,3510.9,3473.68,3405.64,3764.06
Portugal,2556.64,3228.8,3940.48,4936.28,6535.4,8104.48,9955.08,12287.26,13867.19,14239.76,14252.02,16513.62
Lithuania,478.47,586.62,818.74,1112.92,1639.92,2086.62,2306.23,2342.96,2342.9,2356.68,2326.77,2591.41
Botswana,78.45,100.35,111.78,128.76,152.3,157.82,156.69,157.49,180.22,185.7,261.0,316.69
Saint Vincent and the Grenadines,0.77,0.46,0.06,0.98,0.85,0.63,1.08,0.49,1.86,1.44,2.74,6.96
United States,309036.22,301706.71,313839.2,342639.95,387652.86,393753.24,404634.44,424176.95,427368.62,428340.12,432616.02,446938.01
"Iran, Islamic Republic of",826.48,1370.28,2331.76,4470.02,8471.12,14874.11,22529.88,31356.08,33955.36,39475.24,46862.29,55320.18
Bosnia and Herzegovina,39.56,91.8,91.28,180.29,276.41,362.92,475.42,548.7,488.88,562.19,723.66,850.0
"Bolivia, Plurinational State of",35.7,45.82,44.44,47.54,66.08,89.4,82.0,82.98,88.66,89.38,96.97,131.08
Denmark,6763.4,6949.32,7174.28,7681.94,8506.11,9115.45,9972.54,11817.66,13414.9,14145.7,14453.43,14925.4
Gabon,28.14,30.06,29.3,29.68,45.53,37.26,47.19,53.6,57.09,60.14,60.36,65.98
Libya,44.32,50.42,43.52,59.34,81.32,121.54,261.93,137.99,193.4,156.69,161.66,210.74
Guinea-Bissau,3.04,4.48,3.66,9.32,7.56,9.22,7.04,11.59,14.92,10.02,15.51,14.23
Netherlands,18666.27,18308.44,19198.07,20833.55,24504.35,26038.28,28756.44,30347.44,31381.7,31070.28,31229.84,32417.59
Sao Tome and Principe,0.91,0.18,0.8,1.18,0.61,0.66,2.0,0.26,0.7,1.27,0.87,2.23
Russian Federation,34356.14,32642.44,36445.2,34854.75,32191.11,31579.4,33568.94,35900.1,41065.61,55644.82,71771.26,88567.58
Luxembourg,51.2,59.5,75.07,120.24,177.71,264.92,412.68,571.69,792.72,815.82,836.29,927.78
Indonesia,316.35,366.79,358.05,413.12,644.8,691.48,1234.28,1961.53,2897.48,5557.21,16847.96,31499.97
"Micronesia, Federated States of",2.78,3.6,0.54,2.33,4.98,6.0,9.21,4.78,4.09,5.28,5.48,4.94
