Country,1970-1973,1974-1977,1978-1981,1982-1984,1985-1987,1988-1990,1991-1993,1994-1996,1997-1999,2000-2002,2003-2005,2006-2008
Bosnia and Herzegovina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.67
Romania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.33,0.0,0.0,0.0,0.0
Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,36.67,38.0,0.0,0.0,0.0,0.0
Cuba,0.0,0.0,0.0,0.0,0.0,77.67,0.0,0.0,14.67,5.33,0.0,0.0
Mongolia,0.0,0.0,0.0,0.0,0.0,10.0,13.33,13.67,9.33,3.33,0.0,7.33
Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,9.67,38.0,6.67,0.0,7.67,0.0
Pakistan,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,24.0,0.0,8.67,15.0
Greece,0.0,0.0,0.0,0.0,0.0,11.33,22.0,3.33,25.0,0.0,46.0,0.0
Suriname,0.0,0.0,0.0,0.0,0.0,60.67,0.0,0.0,0.0,3.33,0.0,6.67
Cameroon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
"Congo, The Democratic Republic of the",0.0,0.0,0.0,0.0,0.0,7.67,12.33,300.67,15.33,15.67,80.67,103.67
French Polynesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67
Dominican Republic,0.0,0.0,0.0,0.0,0.0,0.0,11.33,63.0,0.0,0.0,0.0,0.0
"Korea, Republic of",0.0,0.0,0.0,0.0,38.33,11.33,0.0,0.0,0.0,55.67,0.0,0.0
Puerto Rico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0
Jordan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,0.0,0.0
Tajikistan,0.0,0.0,0.0,0.0,0.0,0.0,28.67,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,0.0,0.0,75.25,0.0,22.33,0.0,119.67,0.0,6.67,0.0,0.0,0.0
Costa Rica,0.0,0.0,0.0,0.0,0.0,7.67,0.0,0.0,0.0,3.33,0.0,0.0
Panama,0.0,0.0,0.0,0.0,0.0,6.67,15.67,7.0,0.0,3.33,0.0,3.67
France,62.75,86.5,45.0,0.0,5.33,15.0,32.33,3.33,7.67,42.0,0.0,0.0
"Korea, Democratic People's Republic of",0.0,0.0,0.0,0.0,0.0,0.0,36.67,0.0,0.0,0.0,0.0,0.0
Mozambique,0.0,0.0,0.0,0.0,25.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt,0.0,0.0,0.0,7.0,7.67,0.0,0.0,0.0,0.0,0.0,49.33,0.0
Nicaragua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,0.0,0.0,0.0
Spain,0.0,0.0,36.5,104.67,49.33,0.0,0.0,0.0,0.0,0.0,0.0,57.33
Brazil,0.0,0.0,0.0,45.67,9.67,99.33,10.67,44.0,0.0,10.33,24.67,130.0
Cambodia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,21.33,0.0,0.0,7.33
