Country,1971-1975,1976-1980,1981-1985,1986-1990,1991-1995,1996-2001,2002-2006,2007-2011,2012-2016,2017-2020
Qatar,1.04,1.08,0.98,1.03,1.02,1.02,0.96,1.0,,
Cabo Verde,,,,0.98,0.98,1.01,1.02,1.03,1.02,1.01
Peru,,0.93,0.93,,0.97,0.98,0.99,1.01,0.99,0.96
China,,0.82,0.78,0.83,0.89,0.95,0.99,0.99,1.01,1.01
South Sudan,,,,,,,,0.65,0.69,
Guatemala,0.83,0.85,0.86,,0.87,0.88,0.93,0.96,0.96,0.97
French Polynesia,,,,1.07,1.06,,,,,
Uzbekistan,,,,,,0.99,0.98,0.99,0.99,0.99
Afghanistan,0.17,0.19,0.42,0.52,0.45,0.0,0.52,0.61,0.65,0.64
Switzerland,,0.94,0.94,0.96,0.96,0.97,0.97,0.98,0.98,0.97
Uruguay,1.05,1.05,,,1.07,1.07,1.05,1.03,,1.05
Malaysia,,0.98,0.99,1.01,1.03,1.03,1.05,1.04,1.04,1.04
Dominica,1.11,1.12,,1.05,,1.08,1.04,1.03,0.99,0.98
Türkiye,0.66,0.71,0.76,0.78,0.79,0.81,0.86,0.94,0.98,0.97
Portugal,0.94,0.95,,0.98,1.03,1.02,1.01,1.0,0.97,0.99
Nauru,0.96,,0.92,,,1.06,0.94,1.0,0.96,1.01
