Country,1960-1965,1966-1971,1972-1977,1978-1983,1984-1989,1990-1995,1996-2001,2002-2007,2008-2013,2014-2018,2019-2023
Gambia,55942.17,91488.0,145640.0,211912.0,315516.67,469843.83,641822.5,847551.67,1104875.83,1389014.0,1669877.8
Australia,8923539.67,10214241.17,11634459.67,12697645.67,13827796.83,14948280.17,15812653.17,16990407.33,18919041.67,20771883.0,22338962.2
Georgia,1678078.83,1920892.5,2151273.0,2363327.17,2580747.33,2623784.5,2238453.67,2091706.33,2103598.0,2154867.2,2230423.0
Morocco,3850820.33,4956218.83,6410266.33,8308483.83,10567463.17,12844011.33,14786297.33,16651736.67,19070297.17,21540009.6,23753998.0
Mauritania,76184.0,142200.83,258084.33,432973.83,678397.33,854934.0,994133.33,1244963.17,1639721.5,2108115.8,2594163.8
Qatar,42449.17,88683.0,166604.0,256401.5,353666.33,449753.0,575852.83,865707.0,1726540.83,2515530.6,2713623.6
"Moldova, Republic of",559981.67,741375.5,923445.0,1112861.17,1308013.17,1381144.33,1325162.5,1245739.67,1219696.0,1187541.2,1111669.0
Benin,284785.5,453241.83,718351.0,1077700.0,1478736.67,2005786.67,2536747.0,3239527.83,4164195.5,5213683.6,6370534.2
Gabon,108268.17,171944.0,276175.0,421895.17,576498.33,760173.67,953633.17,1183964.67,1498857.83,1844451.8,2116144.2
Botswana,17788.83,38386.67,83202.33,169688.5,377188.67,669810.0,869942.67,1050434.33,1328845.5,1599748.0,1852066.6
Nicaragua,792698.0,1068216.33,1373990.67,1691887.0,2032158.67,2407280.83,2752848.83,3032910.5,3365011.5,3712954.6,4063727.2
Dominica,23418.33,25969.5,30040.17,34685.67,40619.67,44570.67,44770.5,45570.0,46947.5,49013.2,51637.2
Belgium,8611303.33,9004989.33,9234538.17,9401264.83,9492228.0,9715032.5,9913617.0,10189120.83,10696443.33,11087670.0,11405469.4
Thailand,5730737.0,7117420.5,9495273.17,12383325.5,14824997.17,17121583.33,19312153.0,24148404.0,30140050.33,34197042.6,37333524.0
Malaysia,2392955.5,3226608.83,4285670.33,5686295.83,7456858.17,9903694.0,13293156.0,16959730.67,20600138.5,23586138.8,26076717.4
Saudi Arabia,1584427.67,2640861.33,4439141.5,6972198.83,10225826.83,13631721.83,16494497.83,19630732.83,24360171.5,27943154.0,30615088.4
