Country,1991-1995,1996-1999,2000-2003,2004-2007,2008-2011,2012-2015,2016-2019,2020-2023
Thailand,1.94,2.09,1.98,1.19,0.95,0.48,0.76,1.1
"Iran, Islamic Republic of",20.41,15.71,20.21,16.62,18.98,19.82,19.35,15.86
Morocco,13.26,13.12,12.77,10.51,9.7,10.06,10.66,11.51
Paraguay,4.01,6.64,9.08,6.99,6.27,5.54,7.58,8.77
Solomon Islands,1.64,1.78,2.13,1.7,1.54,0.8,0.76,1.24
Costa Rica,5.9,7.77,7.61,8.51,9.31,10.37,11.37,16.68
Zimbabwe,3.1,4.7,4.57,4.94,5.95,5.46,6.46,9.44
Equatorial Guinea,8.2,8.61,9.05,9.14,9.34,9.25,9.29,10.0
Denmark,9.72,6.78,4.95,4.86,6.03,7.28,5.76,5.23
Lithuania,9.36,13.51,13.43,7.38,10.9,9.85,5.8,6.56
Jamaica,8.37,8.98,8.87,8.78,9.5,11.73,8.61,6.17
Timor-Leste,4.04,4.2,4.21,4.21,4.14,5.35,5.22,2.4
Burundi,2.33,2.34,2.35,2.2,1.14,1.14,1.02,0.91
Sudan,19.96,19.43,19.57,19.52,24.8,27.33,21.86,17.68
Vanuatu,10.8,10.98,11.31,10.34,5.75,6.1,6.65,5.6
Mongolia,6.61,6.23,6.26,6.92,5.42,4.16,6.11,6.06
Poland,15.59,13.08,19.74,16.05,9.26,9.83,4.64,3.13
"Korea, Democratic People's Republic of",2.78,3.13,3.36,3.27,3.04,3.02,3.01,3.17
Tunisia,17.41,17.05,15.9,15.43,20.24,23.07,23.52,21.98
Guinea,3.47,3.43,3.56,3.99,4.39,4.71,4.85,5.6
Mauritius,13.6,12.72,11.93,14.96,12.44,11.12,9.94,8.88
Turkmenistan,2.02,6.71,6.11,4.09,2.52,2.47,2.5,2.64
Qatar,3.8,3.78,3.81,3.61,2.35,1.53,0.55,0.44
Türkiye,7.93,7.04,8.32,11.07,12.56,11.83,14.57,13.81
Honduras,3.6,3.97,4.84,5.91,5.02,7.8,8.03,10.99
