Country,1990-1993,1994-1996,1997-1999,2000-2002,2003-2005,2006-2008,2009-2011,2012-2014,2015-2017
Belgium,151764.27,160450.22,177088.36,190806.52,205253.43,215136.01,191962.54,181346.77,177732.84
Netherlands,215407.51,221487.66,212144.58,198358.71,193937.94,190963.53,177513.44,162226.77,156369.71
Azerbaijan,28772.4,26899.49,28356.84,28877.6,35695.68,36520.03,32270.0,38776.49,40384.15
Uruguay,5635.08,6325.05,8962.71,7330.52,7358.36,9349.58,10587.57,12901.65,12149.52
Kyrgyzstan,15428.18,9236.74,6956.25,4399.47,6524.91,8216.42,12445.12,16139.32,16378.02
Dominican Republic,10816.25,15091.66,21056.45,25454.19,20071.47,22913.78,23490.17,24073.37,25606.17
Trinidad and Tobago,13654.15,13830.85,15633.93,17670.04,15400.97,11827.15,21933.49,25757.38,37436.54
Honduras,3218.08,4348.8,6301.45,8630.57,9108.32,10101.73,9755.52,11443.59,11710.93
Costa Rica,5382.82,6929.35,9773.21,13391.88,12974.68,12431.38,11905.22,12677.79,12275.85
Lao People's Democratic Republic,846.53,1069.89,1100.66,1631.35,1671.73,2642.5,4337.99,6941.07,14399.86
Cambodia,1911.65,2237.82,2598.76,2908.14,5027.32,7123.24,9494.35,12354.36,15617.73
Poland,351149.29,327370.61,305007.76,281098.33,284248.42,307870.62,315564.3,306022.05,300675.38
United States,5143083.62,5473503.37,5864679.42,6237212.75,6475904.09,6491792.34,5960448.2,5876373.99,5733058.94
"Korea, Republic of",355257.54,457770.83,446768.09,501658.1,517464.28,569046.74,602608.07,624503.55,647877.69
"Bolivia, Plurinational State of",5803.36,7835.08,10168.88,9360.97,8887.96,11005.87,13678.53,16925.02,19104.45
Hungary,82509.69,75693.35,73083.06,73841.47,79737.08,81592.44,68880.49,62516.19,64504.57
Uganda,1615.87,1806.36,2482.58,2574.61,3190.85,4549.82,6075.14,6939.32,8099.98
Benin,1116.22,1605.73,1985.74,2801.41,3704.65,6144.15,7425.96,7601.64,8031.72
United Arab Emirates,62002.29,76169.45,83634.18,104246.12,147507.34,204937.72,203570.69,246314.15,233127.7
Croatia,17367.86,18715.71,21169.53,23078.83,26985.83,30678.96,26222.86,21723.31,21484.18
