Country,1996-2000,2002-2004,2005-2007,2008-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2020,2021-2022
Nicaragua,45.9,36.93,33.18,32.38,33.89,34.83,35.48,37.86,39.52,32.0
Mongolia,57.92,59.96,51.39,46.97,44.79,48.22,56.43,55.0,54.76,48.81
Slovenia,83.97,85.25,85.53,88.46,87.2,87.35,88.1,90.71,90.24,92.19
Slovakia,78.87,80.47,83.26,83.82,82.23,81.87,82.86,78.81,77.62,76.07
Albania,40.98,52.93,47.47,58.01,59.95,60.89,66.9,67.86,62.86,67.53
Tonga,,60.2,53.33,59.44,59.95,65.2,62.86,70.24,78.1,74.2
Peru,63.21,49.1,42.59,54.48,59.95,57.98,53.57,54.76,57.86,54.51
Serbia,31.15,50.23,55.44,61.04,61.14,63.99,66.19,67.86,65.95,68.01
Ireland,98.54,94.24,97.4,95.2,96.92,98.33,96.43,94.05,95.24,97.63
Tajikistan,21.49,31.8,24.23,28.84,32.46,33.2,29.29,21.67,31.9,42.18
Croatia,69.58,73.68,76.58,78.37,77.73,79.24,74.29,76.67,75.95,78.2
"Bolivia, Plurinational State of",59.38,52.71,43.24,47.11,51.9,48.9,42.38,52.86,37.62,41.68
Cyprus,88.34,89.5,92.02,97.28,96.92,92.83,87.14,86.19,86.43,81.75
Papua New Guinea,54.83,50.0,39.98,42.8,42.42,44.87,42.14,42.38,37.38,36.02
Kenya,48.27,43.41,43.89,43.43,45.02,48.22,48.1,46.67,47.86,53.31
Georgia,51.55,53.1,59.81,72.28,77.49,76.13,73.1,77.14,85.0,81.51
Antigua and Barbuda,84.34,84.08,81.29,84.46,83.41,77.77,76.9,73.81,72.14,71.09
Kyrgyzstan,58.11,52.74,37.55,38.63,44.55,39.1,32.14,40.95,42.86,35.32
Uganda,47.36,51.9,46.98,43.75,44.55,44.16,41.19,38.81,38.81,42.41
Syrian Arab Republic,31.51,28.41,36.23,51.76,36.73,15.04,7.86,8.33,9.05,10.19
Viet Nam,51.18,52.74,55.77,57.69,59.48,60.64,66.19,65.48,68.81,72.04
American Samoa,,70.15,80.14,84.46,83.41,84.26,85.0,86.19,87.62,91.0
Senegal,61.02,56.63,53.34,49.4,48.1,48.69,45.24,49.76,60.24,63.51
Costa Rica,73.95,69.88,67.15,72.44,72.99,73.99,72.38,73.57,72.38,70.15
Honduras,43.53,42.51,45.19,44.08,45.5,38.4,35.24,43.33,42.14,34.84
Eswatini,49.36,50.87,48.59,58.33,55.45,51.29,46.43,45.71,40.0,40.27
Tuvalu,,56.72,62.29,59.13,55.45,44.83,41.67,52.38,59.29,62.08
Hong Kong,87.8,94.65,98.7,98.72,98.82,99.29,99.76,99.76,99.52,98.1
Dominica,85.06,87.23,82.76,84.93,86.73,80.62,75.24,66.43,68.57,70.14
Trinidad and Tobago,69.76,74.94,69.75,73.55,75.12,73.75,71.9,72.86,70.48,67.31
