Country,1970-1974,1975-1979,1980-1984,1985-1989,1990-1994,1995-1999,2000-2004,2005-2009,2010-2014,2015-2019,2020-2023
Kuwait,1398171341.36,4541491489.28,9678196228.42,10655911774.15,9800795063.82,14107049402.52,18686898421.93,33371277856.33,40560266547.44,52124180311.66,
"Venezuela, Bolivarian Republic of",8839495200.85,22288330232.56,43338206032.15,34926846302.05,37263923608.07,49662615339.57,55800266783.63,128425161447.9,245001017988.42,,
Yemen,,,,,15874310207.8,6077375496.1,7314131012.65,16324204010.87,31274944065.43,34266922362.81,
Puerto Rico,4714660000.0,8151220000.0,12511620000.0,17039740000.0,21811380000.0,29950680000.0,39559344000.0,51795290000.0,60042520000.0,63797920000.0,82056875000.0
Panama,906710240.0,1595746960.0,3131644520.0,4184079620.0,5172922440.0,6576548460.0,8453982940.0,12635516620.0,21716040000.0,31581031659.71,33679689580.38
Malaysia,3498165300.19,7352661491.61,14496749535.43,16528732820.66,29268365071.75,39436943537.51,46646789473.68,84983410488.0,153290670560.37,185747727969.75,224615340834.51
Brunei Darussalam,77968965.89,190946106.1,403675510.69,795279393.8,1277612297.66,1794628929.49,1668853348.23,2408631962.94,2486848101.14,2571745019.79,3595653372.26
Madagascar,1189378160.69,2215776831.92,2566684623.51,2295923343.61,2142896917.81,3430320130.99,3984842686.91,5693636596.99,8649597545.94,9224026750.5,10644445110.97
Cyprus,,597278433.1,1428455807.04,2191497099.05,3968652537.18,6251224067.86,7829251211.06,14836682890.08,16785172699.38,15007252378.84,17297054299.15
Lebanon,,,,,6876701639.04,13408861165.23,15978642775.46,22608662204.18,39841900681.92,47015698404.8,28009718766.46
Peru,,,9750000000.0,14741537741.36,26652520544.52,38711831997.55,40040350593.95,63297374665.78,114269334547.04,134832342249.15,149138753596.58
Seychelles,,35171770.91,77685641.13,89714456.32,227097582.63,277669296.17,248847291.04,450041661.29,608446107.35,1054841295.23,1330772626.31
Kenya,1363810920.32,2819030253.56,4090929779.55,4744206615.91,4828641651.05,9327088406.9,10853268296.68,23093503184.29,42044980920.14,64568169358.4,82278019232.44
Mauritius,,619238979.91,780577567.52,1090865878.02,1927803777.24,2617209228.54,3223050785.11,5684784238.59,8596067715.22,9764942502.49,8871609495.86
Somalia,315603588.94,510990603.92,725732615.85,,,,,,7855924639.55,10145601409.79,13055440641.11
Samoa,,,,,,,,491112332.94,568249646.46,592109899.38,701896979.75
Russian Federation,,,,265613922010.96,213157869722.38,178426171166.17,192856614907.9,595705388043.05,1055599916218.08,787759684142.29,949170747704.11
Iceland,543568232.28,1187961808.88,1834458024.05,2946355895.99,3869242330.8,4562084823.81,5833632907.28,9568191717.29,8130834780.23,11385151064.51,13615001099.58
