Country,1971-1977,1978-1984,1985-1991,1992-1998,1999-2004,2005-2010,2011-2016,2017-2022
Timor-Leste,,,,,,,590.11,348.62
Romania,328.22,41.71,83.99,47.55,39.13,46.6,39.76,37.14
"Congo, The Democratic Republic of the",18.22,5.76,4.03,0.9,0.95,5.53,22.51,18.01
Nepal,565.93,98.82,22.1,29.56,37.38,63.69,150.69,138.56
Nigeria,183.75,46.05,8.23,12.09,25.98,179.28,93.3,50.54
Central African Republic,7.97,24.96,16.0,19.64,13.95,19.23,31.92,45.81
Nicaragua,17.61,5.33,1.6,2.92,8.14,23.29,21.06,22.9
Thailand,98.96,31.02,34.24,38.4,57.53,138.72,120.94,121.12
Kenya,25.29,13.71,5.78,8.03,17.95,39.8,43.18,23.87
Tonga,,,77.8,57.32,38.33,65.69,82.8,138.21
kos,,,,,413.6,232.61,38.96,36.23
Myanmar,38.52,14.63,5.1,6.99,7.35,38.96,60.32,52.58
Sierra Leone,24.93,5.02,0.85,2.47,4.78,31.12,37.55,31.23
Egypt,14.92,8.24,7.85,51.27,48.03,91.45,38.22,33.38
Türkiye,33.5,13.71,11.39,17.6,21.63,27.56,29.73,24.2
Tunisia,30.47,16.83,10.34,15.21,17.4,39.18,29.06,20.01
Guyana,16.77,2.34,1.46,15.17,19.83,36.16,35.69,38.49
Indonesia,10.29,21.37,12.93,13.55,22.97,35.39,40.27,33.87
Malawi,22.4,7.5,6.97,5.77,6.63,19.88,28.72,31.1
Azerbaijan,,,,40.89,45.85,99.58,101.76,49.89
India,20.01,41.82,15.92,23.41,64.57,114.79,76.65,90.1
North Macedonia,,,,18.02,41.3,48.82,40.52,37.6
Kazakhstan,,,,47.16,21.54,20.6,19.26,20.39
Serbia,,,,,,47.43,41.33,43.72
Ethiopia,70.17,21.4,2.56,5.96,12.59,33.37,21.04,11.63
Mongolia,,,,21.55,17.88,40.42,13.79,12.23
