Country,1996-2000,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2018,2019-2020,2021-2022
Sweden,96.67,97.37,97.29,99.36,99.06,98.56,97.62,96.67,94.55
Niger,29.5,34.29,31.74,34.74,35.52,29.78,27.86,30.95,35.55
Cabo Verde,73.69,59.83,66.03,65.72,65.57,68.33,64.52,65.24,60.9
Equatorial Guinea,9.34,10.98,13.56,18.27,14.24,7.01,7.38,10.0,9.01
Bhutan,52.66,57.2,59.81,60.8,61.03,68.63,71.67,70.48,70.85
South Sudan,,,,,5.95,1.11,1.43,1.43,1.42
Thailand,65.66,58.55,52.15,48.42,50.39,50.31,53.33,55.71,54.98
"Korea, Democratic People's Republic of",15.5,9.85,9.57,6.68,6.1,2.39,4.05,4.76,4.74
Barbados,86.65,91.48,89.15,84.78,83.1,80.11,67.86,60.95,61.14
Lao People's Democratic Republic,17.67,8.68,15.31,17.64,21.13,22.94,19.05,18.57,25.13
Cyprus,80.99,80.84,83.73,87.3,83.26,79.47,76.67,71.67,69.91
Hong Kong,74.5,90.8,91.55,90.79,90.77,94.27,94.52,91.43,88.87
Côte d'Ivoire,18.69,7.22,4.47,7.77,13.46,30.26,29.76,27.62,31.26
"Moldova, Republic of",44.85,37.98,39.23,41.9,44.91,40.46,35.95,34.76,41.23
Vanuatu,68.14,74.72,66.51,63.34,62.28,63.06,67.62,60.0,62.34
Suriname,49.83,48.87,48.01,50.63,53.52,49.37,49.76,49.76,48.1
Poland,70.84,64.79,62.52,67.77,73.4,75.33,64.05,65.48,64.22
Burkina Faso,23.49,31.08,40.99,47.44,41.16,34.55,36.43,35.48,31.77
