Country,1977-1986,1987-1996,1997-2005,2006-2014,2015-2023
Ukraine,,92447597123.56,65575606023.92,92076658614.19,79326217920.84
kos,,,,4298829994.74,5994112048.04
Timor-Leste,,,888059894.12,1226411556.16,1991441774.68
Egypt,74790906036.92,124708990607.69,184088545566.65,285034046613.1,387133071626.95
Monaco,,,,,6261538939.48
Suriname,2658003912.44,2565329773.56,3028921389.05,4401190965.74,4440450261.91
Kuwait,,,,118343815915.23,125399147088.87
Qatar,,,,142328067368.9,164696031347.51
Brazil,678103050038.01,880942610198.1,1064773485717.74,1448240027519.04,1567993667813.34
Ghana,,,,33704138397.47,55593405458.11
Canada,,,1087503034041.62,1325888205266.36,1556053759783.75
gbm,,,,6785805418.18,7582601540.16
Vanuatu,,,445239621.01,585159413.84,698036038.39
Spain,525165737518.09,689377372406.29,903951958028.38,1081438392836.67,1152713747488.84
Uganda,5371780203.5,7387280929.16,13309843425.06,24141442254.01,37024768113.05
Peru,65716925899.23,67062268440.39,84777815303.76,138603265398.7,189973025779.23
Slovenia,,22790677925.1,28298623213.89,36170337822.18,42691862400.99
Barbados,2152719756.94,2386595813.66,2716576434.68,4211115215.43,4109711327.15
nld_curacao,,,,,2702431340.78
Sao Tome and Principe,,,146250557.04,196165686.87,256774975.24
