Country,1996-2000,2001-2005,2006-2009,2010-2013,2014-2017,2018-2021
Gabon,19.82,19.59,18.64,18.56,18.34,18.65
Paraguay,11.98,11.71,7.9,8.33,8.16,7.96
Croatia,3.84,2.94,2.52,2.39,2.61,2.24
Slovakia,3.84,2.94,2.52,2.39,2.61,2.24
Seychelles,27.22,19.92,9.41,,2.66,3.68
Australia,7.13,5.01,3.96,2.8,2.47,2.04
Tuvalu,,,,8.5,8.85,
Indonesia,11.43,5.95,5.8,5.32,6.08,6.32
Germany,3.84,2.94,2.52,2.39,2.61,2.24
"Congo, The Democratic Republic of the",,13.14,12.95,11.87,11.65,11.8
Costa Rica,7.39,6.51,5.65,4.45,4.0,3.13
Haiti,,3.18,3.17,5.67,6.17,6.39
Uruguay,14.07,12.29,9.58,9.76,9.9,9.93
Madagascar,6.97,6.24,12.08,10.85,9.7,8.74
Kuwait,,4.35,3.95,4.5,3.88,3.88
