Country,1991-1994,1995-1998,1999-2002,2003-2006,2007-2010,2011-2014,2015-2018,2019-2022
Guinea-Bissau,85.27,85.02,84.37,83.4,82.01,80.54,79.52,78.76
South Africa,28.63,28.31,27.83,27.72,25.01,22.98,21.21,25.76
Ecuador,52.83,51.7,52.63,50.23,49.85,50.49,55.05,60.76
Tonga,43.08,42.76,42.28,41.3,39.96,38.56,37.1,35.8
Fiji,41.83,40.52,38.9,38.27,45.26,47.11,32.57,28.25
Mauritius,13.37,13.02,12.83,14.83,14.75,14.21,13.38,12.05
Yemen,71.36,68.62,66.0,65.42,65.0,65.07,65.46,64.44
"Iran, Islamic Republic of",45.39,44.16,49.61,54.21,52.08,44.24,42.7,39.78
Nicaragua,48.99,49.71,49.31,48.64,46.75,48.15,46.36,45.32
Haiti,88.07,87.35,86.82,85.4,84.59,83.52,82.93,81.77
Iraq,47.83,46.57,42.99,41.44,40.84,37.6,28.35,23.48
Mauritania,75.59,75.0,73.9,71.84,70.53,70.42,74.58,76.23
Slovenia,11.04,12.82,11.87,11.41,11.8,12.82,10.56,8.37
Peru,70.0,68.04,65.48,63.53,59.18,56.45,55.58,57.52
Cyprus,16.45,15.22,14.56,13.93,11.68,10.32,9.74,8.69
Austria,10.02,9.51,9.37,9.64,10.5,9.48,8.45,7.73
Bulgaria,12.39,12.49,10.95,9.36,7.55,6.92,6.69,5.98
