Country,1970-1976,1977-1983,1984-1990,1991-1997,1998-2004,2005-2010,2011-2016,2017-2022
Timor-Leste,,,,,,,5198000.0,3986333.33
Central African Republic,1277857.14,4129857.14,28676714.29,22525571.43,-336571.43,-7870666.67,8898500.0,11870166.67
Benin,3394571.43,9188000.0,29065857.14,29484285.71,30667428.57,54597666.67,78539833.33,137499000.0
Zambia,,4216000.0,29529428.57,184356857.14,124847142.86,46539166.67,70922666.67,220561333.33
Djibouti,,535000.0,3725571.43,2447571.43,9231428.57,4778000.0,-1371833.33,17920833.33
Malawi,8862857.14,18974000.0,67007714.29,95570428.57,73944000.0,25456500.0,79904666.67,119337666.67
Vanuatu,,,514857.14,1348714.29,-77285.71,-408833.33,302333.33,15110833.33
Liberia,1624500.0,5780285.71,8771800.0,,0.0,-7425166.67,41570833.33,81097500.0
Albania,,,,26244333.33,63658857.14,28992666.67,-6664166.67,-45449666.67
Sao Tome and Principe,,,4421800.0,5218428.57,1879714.29,1780833.33,-115666.67,-277833.33
Poland,,,0.0,0.0,0.0,0.0,,
Bhutan,,,2079857.14,1070285.71,4357428.57,8648500.0,14985500.0,36921000.0
Nepal,1318428.57,23454000.0,63973857.14,60362714.29,40553857.14,-9766166.67,80623000.0,433955500.0
Zimbabwe,,9198500.0,6068666.67,49456000.0,7581428.57,0.0,-323000.0,-446166.67
Grenada,,,972400.0,374600.0,1641571.43,3763500.0,7356500.0,20630500.0
