Country,1999-2000,2001-2002,2003-2004,2005-2006,2007-2008,2009-2010,2011-2012,2013-2013,2014-2014,2015-2015,2016-2016,2017-2017
Cayman Islands,7.81,8.83,8.57,8.02,,,6.56,,,,,
Pakistan,,,24.99,22.46,,,28.87,28.46,29.69,28.79,28.99,28.99
Syrian Arab Republic,,,10.88,11.23,11.86,7.24,8.3,8.47,,,,
Guinea,,,27.78,,27.03,,26.66,,,,,
United Kingdom,14.14,14.63,14.99,14.21,13.4,,,15.63,16.17,,18.23,16.14
Poland,14.74,14.76,14.86,10.81,10.25,9.49,8.46,9.92,9.9,9.78,9.63,9.51
Cameroon,,,,,,,,19.26,,13.47,13.11,
Fiji,,,23.36,,17.13,,13.35,,,,,
Saint Vincent and the Grenadines,,23.45,20.06,,16.18,13.34,,,,,,
Peru,21.64,,,,,,,,,,,
Portugal,8.74,8.65,7.12,6.07,6.73,6.61,7.14,9.19,10.11,10.16,9.8,9.49
Argentina,11.91,15.03,12.01,10.26,9.14,,,,,,,
Congo,,,18.31,,,,16.84,,,,,
Afghanistan,,,,,30.75,,,,,32.14,31.63,32.67
Angola,,,,,,,20.51,,,,22.33,
Mexico,14.18,14.15,14.51,14.97,15.13,15.39,15.79,16.1,12.27,11.87,,13.8
Kiribati,,17.73,14.09,16.21,18.28,,,,,,,
Antigua and Barbuda,16.43,,,,,8.27,13.17,,,3.71,,
Brunei Darussalam,9.8,10.02,9.74,9.69,,,,,8.7,8.35,8.05,8.19
Serbia,13.72,12.92,11.85,11.0,10.45,9.99,9.55,9.31,8.99,8.56,8.32,8.22
Bangladesh,31.58,28.69,23.5,20.27,22.84,25.95,29.12,33.24,,,31.9,31.18
Ghana,18.63,20.05,20.14,18.38,19.73,20.83,23.46,22.25,18.7,19.5,22.13,21.7
Slovakia,11.72,11.56,12.53,12.7,12.49,12.33,11.7,11.51,11.33,11.38,11.35,11.32
Lithuania,,,,,,,8.39,8.81,9.09,8.95,8.39,8.79
Papua New Guinea,,,,,,,23.78,,,,83.26,
Bulgaria,11.63,11.41,11.71,11.57,11.31,11.82,12.2,12.62,13.07,,12.4,12.7
Croatia,10.93,9.99,9.84,8.42,7.67,7.1,7.0,7.09,7.94,6.43,6.06,
Panama,14.74,14.85,14.77,14.71,14.16,13.0,12.72,13.98,11.54,12.15,14.42,12.11
Nepal,22.72,27.21,28.11,,29.82,24.76,22.88,22.91,23.01,22.8,23.54,24.16
Bahrain,,,,,,,8.65,9.07,9.0,9.09,9.08,9.38
