Country,1979-1982,1983-1986,1987-1990,1991-1994,1995-1998,1999-2002,2003-2006,2007-2010,2011-2014,2015-2017,2018-2020,2021-2023
Chad,,0.06,0.07,0.03,,,0.0,0.0,0.0,0.0,0.0,0.0
Malta,2.78,3.33,2.69,1.07,0.33,0.43,3.06,2.83,2.24,2.21,1.68,1.28
Barbados,1.2,0.68,1.72,2.59,2.95,3.83,3.1,2.36,3.63,3.04,1.68,1.5
Mali,3.2,3.49,3.77,4.24,3.6,2.76,3.01,4.37,6.47,5.96,5.77,5.76
Solomon Islands,,,,,,0.89,1.46,1.53,1.54,1.33,1.53,4.57
Switzerland,0.47,0.45,0.37,0.38,0.41,0.39,0.42,0.4,0.35,0.37,0.36,0.35
Slovakia,,,,0.36,0.09,0.07,1.49,1.89,2.06,2.34,2.27,1.91
Saudi Arabia,,,,,,,0.03,0.04,0.04,0.04,0.04,0.03
Dominican Republic,2.59,3.09,4.75,4.4,5.63,7.69,9.43,7.38,7.16,7.43,8.96,9.7
Albania,,,,22.54,17.04,16.14,15.82,13.95,11.08,10.81,9.62,9.13
"Congo, The Democratic Republic of the",,,,,,,0.08,0.08,3.11,2.5,3.43,2.18
Libya,,,,,,0.03,0.03,,,,,
Chile,,0.0,0.0,,,0.02,0.01,0.01,0.03,0.02,0.02,0.02
South Africa,0.09,0.07,0.07,0.08,0.09,0.21,0.21,0.25,0.25,0.23,0.23,0.22
Turkmenistan,,,,,0.19,,,,,,,
Guinea-Bissau,,,0.24,0.23,0.38,2.32,4.02,5.32,5.69,6.35,9.97,11.12
Luxembourg,,,,,3.37,2.97,3.26,2.93,2.87,2.83,3.03,2.76
Denmark,,,,0.3,0.39,0.43,0.34,0.29,0.38,0.4,0.4,0.34
Israel,1.53,0.89,1.32,1.52,0.15,0.14,0.23,0.27,0.25,0.29,0.25,0.23
Afghanistan,,,,,,,0.0,1.1,1.27,3.22,4.27,2.4
Timor-Leste,,,,,,,0.4,8.95,7.22,4.72,5.67,7.18
Ukraine,,,,,0.02,1.54,2.8,4.17,4.96,10.09,10.4,9.29
Burkina Faso,7.25,7.69,6.23,3.84,2.95,1.88,0.98,1.09,2.16,3.1,2.91,2.85
Iceland,0.06,0.17,0.53,0.88,0.46,0.48,0.43,0.72,1.14,1.0,0.73,0.69
Ethiopia,0.14,0.14,0.07,0.19,0.24,0.43,1.1,1.38,2.03,1.07,0.46,0.39
"Tanzania, United Republic of",,,,,0.08,0.08,0.08,0.36,0.95,0.79,0.64,0.71
Mauritania,0.33,0.11,0.6,0.81,0.18,,0.0,0.0,0.0,0.38,1.22,0.61
"Iran, Islamic Republic of",,,,2.01,0.79,0.53,0.66,,,,,
