Country,1991-2000,2001-2006,2007-2012,2013-2017,2018-2022
Tuvalu,,67.45,,64.65,52.41
Mexico,85.69,80.87,79.19,78.02,75.67
Belarus,55.73,56.63,61.37,76.65,75.46
United Arab Emirates,,92.7,89.15,92.96,90.76
Turks and Caicos Islands,,,,,
Kyrgyzstan,,75.21,79.0,76.32,77.3
India,81.6,80.6,79.24,,74.78
Northern Mariana Islands,,82.54,77.63,,
Morocco,77.66,73.27,71.69,72.09,70.0
Cameroon,76.0,75.6,83.92,77.5,74.45
Iraq,77.28,,71.87,72.38,68.24
South Africa,54.0,64.68,64.34,64.53,63.45
Ethiopia,79.73,89.91,,88.39,79.2
Madagascar,,86.51,79.45,89.21,81.56
Haiti,68.98,63.14,64.04,,
